EL1: Electronic Ladder,A1: DNA-1,B1: DNA-2,C1: DNA-3,D1: RNA-1,E1: RNA-2,F1: RNA-3,G1: RNA-4,H1: RNA-5
674.1353,0.1515283,0.9810043,0.247082,1.949224,1.253167,0.8654824,0.08967526,0.3810065
856.5067,0.0472845,0.9577737,0.2024716,1.389477,1.174981,0.7817159,0.01103387,0.2502331
1040.548,0.1025898,0.8979813,0.1038381,0.972378,1.284074,0.5586304,0.2957263,0.01200306
1203.43,0.1497894,0.9586236,0.1724725,0.6931707,1.210597,0.7205489,0.7118072,0.6422961
1332.576,0.07931371,0.8742092,0.3537399,0.855402,1.079303,0.7143404,0.9799064,1.235392
1403.335,0.1868981,0.6821442,0.08376854,1.099156,1.066787,0.8762382,1.10221,1.478372
1403.358,0.3612656,0.610012,0.0152653,1.341496,0.6818405,0.731468,0.9996557,1.402356
1340.25,0.5061003,0.5319777,0.1405174,1.441314,0.5358154,0.839743,0.9053098,1.142747
1227.441,0.4840496,0.5546887,0.1487366,1.213792,0.6290607,0.630455,0.7197987,1.05914
1089.867,0.5378835,0.4852302,0.7566286,1.230978,0.690396,0.4257108,0.6241822,1.160395
941.1884,0.4828478,0.4754865,1.504111,1.317097,0.9590871,0.4316353,0.8392591,1.665749
795.4849,0.5391851,0.4484131,2.025099,1.446578,1.323073,0.6335279,0.7213742,1.875982
653.4949,0.5984577,0.4204356,2.082057,1.635962,1.348951,0.7950077,0.7816924,2.040304
525.0286,0.7981337,0.3852955,1.999595,1.542089,1.09269,0.9759129,0.8425057,1.6432
410.4384,0.9812285,0.4529982,1.481709,1.662724,0.8878676,1.177867,0.7761686,1.362659
309.8818,0.8034316,0.4132559,0.9400851,1.610662,0.7147934,1.198525,0.7313926,1.078242
233.8028,0.7359251,0.3948283,1.135226,1.698571,0.3667626,1.05713,0.7588756,1.182556
178.8429,0.4756786,0.4731426,1.096193,1.484447,0.3719915,0.7676829,1.053608,1.20158
139.7781,0.476245,0.5215915,1.159846,1.427472,0.5491679,0.8991337,1.171276,1.229987
112.5669,0.4634804,0.4587844,1.157506,1.118486,0.5901049,0.8453183,0.9802978,0.8910005
92.67191,0.4455146,0.3756029,0.7207434,0.8564212,0.7933697,1.029692,0.9574574,0.7587722
76.92639,0.4644855,0.3832279,0.5983886,0.9336117,0.8645245,1.12842,0.578065,0.5830722
64.35856,0.5757148,0.2343536,0.4783455,1.090781,0.8665295,1.276967,0.2692119,0.4187638
54.64034,0.7192333,0.2434297,0.6718224,1.109506,0.8073879,1.317794,0.2952312,0.5727085
47.71083,0.6275266,0.2771785,0.7104034,0.973921,0.9973211,0.9490423,0.5671996,1.180227
41.61587,0.5173064,0.1266532,1.179066,0.8555272,1.157297,0.6846637,0.7708247,1.394286
37.00911,0.5049775,0.01821291,1.679146,0.704022,1.092317,0.8434836,0.5651358,1.379864
33.60212,0.5919874,0.1078045,1.950756,0.5875238,0.9230332,0.9407653,0.5314134,1.482952
31.29087,0.4239017,0.188557,2.57873,0.747174,0.6558722,1.118455,0.4086323,1.299917
28.29332,0.4951043,0.1701658,2.770858,0.8745643,0.2504311,1.153551,0.4007564,0.6257951
25.92593,0.8130054,0.1839935,2.746419,1.316549,0.1628909,1.0533,0.5641273,0.4917022
23.71667,0.8571893,0.393547,2.572561,1.945017,0.2961611,1.023372,0.7324823,0.5635846
20.94135,0.6921787,0.6300828,2.39308,2.320714,0.7278596,0.5979363,0.9277483,0.5845128
18.84369,0.5138596,0.7123604,2.166218,2.347688,1.041352,0.6630392,0.7808778,0.5836634
16.51134,0.4768145,0.7159004,2.055808,2.279933,1.258051,0.7029807,0.7148019,0.8714005
13.11796,0.2147024,0.729953,1.53272,1.931885,1.404335,0.773587,0.8322725,1.188806
9.823904,0.02040229,0.496981,1.187633,1.394995,1.309807,0.5911719,0.8639796,1.301462
8.270146,0.3094117,0.1640942,1.150834,1.121378,1.208903,0.3784297,0.9686458,1.572315
6.773168,0.3985882,0.0140169,0.7538067,1.251515,0.9033716,0.5659304,0.9882427,1.54071
5.323789,0.4857405,0.1317112,0.6872634,0.71097,0.8608073,0.5622931,0.9452304,1.790231
4.236238,0.5352678,0.1208026,1.045588,0.5143988,0.8395343,0.6046511,0.8328546,1.476556
3.312989,0.4600495,0.1629086,1.470469,0.4265213,0.9741126,0.8119385,0.5681299,1.227431
1.97845,0.3309279,0.2454046,1.493064,0.5492375,0.94516,0.8918432,0.5082783,1.220225
1.495029,0.3050474,0.4065967,1.637042,0.6324401,1.002477,0.7484525,0.5388182,0.7951247
1.8524,0.3972725,0.5260128,1.467281,0.7659704,0.7815024,0.5803545,0.786239,0.6185098
2.785835,0.2732062,0.4044699,0.8663543,0.8827145,0.5738447,0.4256145,0.8433202,0.2693694
3.546025,0.2740613,0.2522291,0.5177582,0.6043528,0.5164567,0.6620054,0.9326399,0.482095
3.609609,0.2141926,0.07645395,0.9421304,0.3476261,0.8090731,0.6486626,0.9555656,0.571384
4.260798,0.1905961,0.04556645,1.55128,0.02688576,1.1073,0.8114436,0.7901573,0.5825004
3.210544,0.08747693,0.1224908,2.230201,0.1499885,1.078628,0.9497383,0.7686334,0.7272555
2.841228,0.1872107,0.4517655,2.891072,0.397042,1.302611,0.9935876,0.7222106,0.7647755
2.910125,0.2057956,0.6507904,3.005017,0.7679337,1.043515,1.16853,0.8645745,0.4834002
3.542055,0.2053607,0.561372,2.71339,1.39487,0.972865,1.100886,0.7323071,0
2.684864,0.2500412,0.3711957,2.383977,1.683045,0.8980091,1.071097,0.8350273,0.01470038
2.182441,0.2174059,0.09514382,2.432849,1.73069,0.9832193,1.03712,0.771646,0.3171352
2.157324,0.2195637,0.09468864,1.884794,1.380721,0.8544254,0.9711279,0.7709743,0.7279923
2.095801,0.1200497,0.2897536,0.9091835,1.138156,0.7543166,0.8991259,0.7150462,0.5963811
3.892096,0.02057894,0.5378245,0.2682067,0.9847049,1.010061,0.7203839,0.8675609,0.7694366
4.321333,0.1311369,0.685258,0.03110557,0.8896873,0.964241,0.6700786,1.045736,1.29342
4.743145,0.2594655,0.6688434,0,1.235211,1.085246,0.6205034,1.177458,1.110526
4.615432,0.3642851,0.6100994,0.108619,1.694281,1.329728,0.3993602,1.432557,1.742036
4.786418,0.5874183,0.4792759,0.6596457,2.092984,1.183763,0.624795,1.40193,1.693947
5.024575,0.748512,0.5463197,0.8764566,2.243236,0.8995945,0.5548353,1.361583,1.775601
5.795376,0.7059884,0.6650355,1.065896,2.079684,0.7354247,0.5035962,1.167053,1.678575
7.359511,0.5618227,0.803311,1.20567,1.753487,0.4784339,0.3549547,1.096156,1.490197
8.536392,0.4616055,0.8333211,1.421906,1.146399,0.3326848,0.5114483,1.187314,1.630751
10.39374,0.3337944,0.7611058,1.498222,0.7847576,0.2042711,0.7700999,1.172074,1.47448
12.49841,0.1435467,0.7064117,1.555819,0.8014451,0.3922273,0.8660071,1.376186,1.594713
14.59801,0.2553565,0.5657349,1.440299,0.6524788,0.6406402,1.131457,1.467413,1.194592
16.7569,0.2976652,0.4933221,0.9051446,0.6672539,0.9490692,1.32747,1.538644,1.274532
19.67417,0.274531,0.5033914,1.043149,0.6289613,1.253358,1.361225,1.2963,1.021743
22.78531,0.2307676,0.4606726,1.206033,0.944753,1.408882,1.055467,0.9882342,0.5148994
25.86732,0.3396982,0.173791,1.220028,1.136025,1.428694,0.8573014,0.7569592,0.1586952
29.88084,0.3875261,0,1.445219,1.195667,1.04843,0.653709,0.3888161,0.117186
34.07059,0.384393,0.09930439,1.467028,1.40091,0.5993384,0.4865107,0.6546988,0.02226708
40.24644,0.3871254,0.3197032,0.9130554,1.264963,0.6190385,0.2034547,0.990142,0.09185231
56.57711,0.2883329,0.5508501,0.5535766,0.8056507,0.7238382,0.3538985,1.44432,0.3840432
99.96732,0.2160231,0.7082231,0.06428259,0.7629522,0.8350959,0.5968876,1.442737,0.07234532
185.5953,0.09388188,0.7054943,0.3340268,0.9384304,1.091366,0.5266556,1.461523,0
337.3579,0.1328658,0.4758996,0.4148162,1.262256,1.174088,0.7723258,1.489837,0
563.7971,0.2309757,0.3478424,0.8408821,1.169786,1.026058,1.028994,1.304164,0.3376669
857.8473,0.3576511,0.3402075,0.9671019,1.383206,0.7502587,1.220091,1.0946,0.1102635
1196.414,0.3570169,0.5117878,0.6049106,1.350326,0.6371623,1.023894,0.9380607,0.07092083
1506.576,0.3891764,0.489112,0.5015224,1.015229,0.8742846,1.010788,0.8881579,0.3862182
1724.089,0.4451671,0.7229576,0.220434,0.7312522,1.057484,1.048728,0.8213161,0.3590465
1812.85,0.6950696,0.8496192,0.6008658,0.5114682,1.410372,1.064089,0.8562871,0.04079248
1736.231,0.8164892,1.04068,0.7196769,0.2253314,1.34331,1.045619,1.044367,0.1387419
1555.356,0.8046652,1.191139,0.8345891,0.01219934,0.9934248,0.9020829,1.199177,0.05606052
1319.245,0.7783353,1.013895,0.750829,0.4152748,0.5398896,0.8467611,1.252088,0.1473573
1093.532,0.620714,0.8040433,0.4289022,0.9782966,0.09345215,0.7238817,1.204505,0.6244408
907.9473,0.4338978,0.7071401,0.399577,1.073047,0.3222357,0.748181,1.015728,1.417331
761.3301,0.3579467,0.7122412,0.636817,1.233275,0.5784987,0.8888626,0.8963265,1.78831
632.8445,0.6673394,0.6551366,0.5225208,0.8344,1.043741,1.023467,0.8336344,1.400279
511.0775,0.6403443,0.8189353,0.3581092,0.5078289,1.189937,0.782164,0.8766592,0.8205989
391.9848,0.5955139,0.7340785,0.04559239,0.5777165,1.02473,0.5482364,0.9856282,0.2643767
285.6815,0.5081992,0.5657778,0,0.8228266,0.8605431,0.4507936,1.221292,0
206.3894,0.574498,0.5813493,0.02287458,0.931294,0.8670362,0.5606216,1.304897,0
157.1447,0.6278683,0.7464132,0.282754,0.6424103,0.8476307,0.7053788,1.290713,0
123.0028,0.7888728,0.7174946,0.2825108,0.7597308,0.7001984,1.010765,1.368844,0
99.66931,0.8722579,0.5776143,0.2178972,0.5881068,0.7177196,1.084686,1.185766,0
83.71205,0.6937572,0.5509579,0.01643459,0.866782,0.9236524,1.180015,0.8536673,0
71.55122,0.5319608,0.5199329,0.02986432,1.143232,0.9479092,1.152454,0.6129227,0
61.46841,0.4112721,0.6077397,0.158268,1.322503,1.209942,1.135624,0.5875776,0
53.63789,0.224833,0.785023,0.461089,1.519001,1.58042,1.259277,0.6126106,0
48.00217,0.3954289,0.8132993,0.6146307,1.44414,1.263625,1.27229,0.6377838,0.07278348
43.18986,0.4253367,0.6558923,0.4701416,1.058553,0.8051245,1.31559,0.7773911,0.3508861
39.22708,0.5935562,0.6050777,0.6275631,0.9245306,0.6000444,1.433352,0.8925216,0.5078963
37.02771,0.6367058,0.4112462,0.5094213,0.9221055,0.6218233,1.580933,1.00133,0.5059238
34.99467,0.7109714,0.4883719,0.3446126,0.5767997,0.6819149,1.27851,1.178934,0.3371907
32.81627,0.6705414,0.6410465,0.3167471,0.5195798,0.9791772,0.8124689,1.16672,0.194971
31.43509,0.4469488,0.5313147,0.3331442,0.7779273,1.358048,0.5783904,1.144583,0.1964252
30.21006,0.498923,0.5530841,0.1592088,1.13036,1.382156,0.150873,0.8926135,0.1993918
29.1421,0.4553742,0.3705426,0.04721534,1.122858,1.273497,0.0259981,0.6437749,0.2946143
28.42714,0.5179333,0.4603945,0.3035405,1.383136,1.207675,0.3405415,0.3520378,0.1302373
28.72803,0.5056715,0.352883,0.4148077,1.360406,0.9532838,0.749122,0.3572492,0.3750288
29.34778,0.5527354,0.4537715,0.4254283,1.216781,0.7166645,0.7544812,0.4875509,0
30.60834,0.4873123,0.7407612,0.5361956,0.9333583,0.7148964,0.862037,0.4429843,0
32.2585,0.3655089,0.9644043,0.5489293,0.6447921,0.9441499,1.006981,0.5771817,0
33.72453,0.3749542,0.9659325,0.5478073,0.5569388,1.169277,0.9019265,0.7224249,0
35.69179,0.4027841,0.5995851,0.4738847,0.6653545,1.251527,0.799954,0.7671669,0
38.13317,0.4538671,0.4363848,0.9034922,0.7016084,1.165945,0.6138502,0.7314662,0
40.17766,0.3973324,0.2476856,0.847374,0.1293347,0.8590329,0.5082957,0.8477748,0.1053504
42.61868,0.4554096,0.152758,0.9694539,0.1805129,0.7684922,0.4259868,0.9761928,0.140798
46.80581,0.4326808,0.1094435,1.196425,0.04271539,0.6676182,0.5738873,0.943002,0.03481966
51.88498,0.4505481,0.316779,1.199348,0.05341529,0.5891842,0.6315211,0.935757,1.009476E-05
56.43817,0.3924559,0.3014445,1.256122,0.2062833,0.6614789,0.4958537,0.7676193,0.04832339
64.96409,0.3248646,0.06170312,0.9232885,0.3645626,0.7048704,0.3332188,0.576736,0.3246888
88.50138,0.3174544,0.2052654,0.6868818,0.345752,0.7719749,0.3434633,0.4322667,0.3390898
147.4116,0.2250031,0.2893453,0.2928204,0.007436019,0.970337,0.4907761,0.3224155,0.1654247
284.4095,0.2573643,0.5035373,0.09287664,0.05481771,1.107896,0.5878391,0.33305,0.1564821
524.7689,0.2660434,0.5042299,0.2683392,0.06802179,1.214084,0.807274,0.2019736,0
858.2202,0.3774052,0.3062903,0.4143076,0,1.172761,0.9032623,0.2352165,0
1266.01,0.4422214,0.2255845,0.5993829,0.08670748,0.9064448,0.4858462,0.3173631,0
1664.627,0.364293,0.03833369,0.9445302,0.1573703,0.7362623,0.1857555,0.3621984,0.0649986
1934.309,0.3439158,0.1461033,1.172766,0.02622908,0.8049445,0.2763804,0.4032874,0.2595281
2024.644,0.3222006,0.02231009,1.243269,0.1317388,0.8851076,0.4749816,0.434525,0.01197015
1909.334,0.3995838,0.2055855,1.254562,0.3536388,0.8850946,0.558719,0.4654176,0.3215831
1659.76,0.4285476,0.1449897,2.138429,0.209185,0.7841498,0.5692745,0.3355688,0
1363.391,0.4640829,0.005244535,2.560678,0.001860822,0.8599466,0.7071164,0.1863862,0
1113.131,0.4161963,0.3249778,2.378301,0,0.5428135,0.5138483,0.05574396,0.04585614
921.2756,0.372349,0.421203,2.330894,0,0.3980906,0.3507076,0,0
758.2881,0.3556963,0.4514865,2.098935,0.3065737,0.5406814,0.3749647,0,0
607.8774,0.3288881,0.3213242,1.368563,0.9356298,0.6115268,0.359058,0.04258539,0
461.6108,0.3677481,0.2703393,0.8783696,1.32743,0.7025363,0.4647167,0.07030752,0
328.4037,0.3148609,0.1828611,1.189831,1.484988,0.7551887,0.6229256,0.158302,0
232.9389,0.2216685,0.009739357,1.378889,1.300326,0.9642635,0.7213109,0.1660645,0
171.9225,0.1017568,0.1465472,1.302832,1.128194,0.9422634,0.9873514,0.04135698,0
135.5446,0.07878554,0.2052371,1.474805,0.5520263,0.83067,1.095295,0.01155777,0.07001758
111.1219,0.06476089,0.204678,1.350434,0.392745,0.9509513,0.9715709,0.00161243,0.609839
93.61108,0.08326089,0.08223356,0.9809713,0.3381771,1.064801,0.7864125,0.1393223,0.1930826
79.49522,0.1178026,0.05028469,0.6653157,0.09471827,1.299907,0.5048919,0.2344288,0
68.58897,0.1134557,0.003225977,0.6348753,0,1.183282,0.2674244,0.2574398,0
61.32854,0.1071494,0,0.4657072,0.03854652,0.9020072,0,0.2831194,0
57.33812,0.06519563,-0.00996272,0.3192371,0.1081212,0.5590132,0,0.2793678,0.08351668
55.84924,0.02425444,0.01186477,0.08693274,0,0.1540113,0.02201125,0.2354831,0.9294778
54.65956,-0.001695051,0.01849763,0.0348325,0,0.002004366,0,0.0861789,2.700627
53.13929,0.004992793,0.01246476,0,0,0.1064984,0,0,5.071237
51.23261,-0.0003586129,0.01184795,0,0,0.3232924,0.1154346,0,8.950649
50.70898,0.002813874,0.006290563,0,0,0.2336153,0.2854593,0,14.3657
51.5904,0.01297917,-0.003592322,0,0.3681179,0.0224915,0.101598,0,19.99121
51.36481,0.01269932,-0.001623682,0,2.769591,0.05251817,0,0,25.69329
52.30573,0.009066281,0.01072256,0,5.730796,0,0,0,29.33986
53.52208,0.01097237,0.01589754,0,8.831993,0.006350422,0,0,30.02545
54.49644,0.0177754,0.01734654,0,11.56604,0,0,0,28.94674
55.21217,0.01629024,0.01496604,0,14.02376,0,0,0,27.35038
57.37453,0.02180451,0.005965699,0,16.44541,0,0,0,26.46685
59.09025,0.003869454,0.001252722,0,19.17932,0,0,0,27.10577
65.22016,0.01946864,0.003339787,0,22.42871,0,0,0,30.58108
83.18151,0.007168779,0.008356488,1.834999,26.80112,0,0,0,35.17737
132.3314,0,0.008670642,4.919063,32.16928,0,0,0,39.86177
226.727,0,0.007256951,7.437962,38.9671,0,0,0,43.69724
386.477,0,0.003836922,9.374335,46.78559,0,0,0,50.03063
599.7041,0,-0.001898571,11.35161,56.01159,0,0,0,62.48768
876.6273,0,0.001198806,15.44145,69.89319,0,0,0,86.3088
1176.932,0,0.00241209,23.93003,91.19323,0,0,0,126.5188
1450.107,0,0.002807611,39.82198,123.9414,0,0,0,181.7121
1647.711,0,0.008852743,60.99276,172.9968,0.5615208,0,0,247.7976
1733.179,0,0.007166354,86.4603,233.89,1.539322,0,0,314.2765
1697.714,1.622799,0.01088409,111.8587,306.0786,2.527816,0.1800987,0,369.5779
1572.537,6.384404,0.01732249,132.4081,381.2241,3.598646,0.4729344,0,403.1559
1416.32,13.06061,0.03747737,144.0365,450.2499,5.186596,0.7434472,0,409.7037
1250.716,19.92016,0.0382838,146.519,500.3233,7.469687,1.264078,0,393.1318
1082.903,26.17293,0.04789947,141.3862,525.2267,10.63809,1.815981,0,359.8776
908.1409,29.85545,0.04570954,129.8492,523.1232,14.37995,2.878232,0.03724398,320.6484
730.5415,30.29107,-0.003256244,115.708,491.1892,18.11243,4.135666,0.8249456,283.6747
551.2128,27.67885,0,99.67604,445.4154,21.07259,5.555108,2.059928,254.1386
397.5558,23.39134,0,82.96206,394.1304,24.09118,7.47225,3.464258,231.7126
277.3781,18.57335,0.1426705,67.50265,346.5675,27.32657,10.33256,5.077215,213.8141
197.0129,13.85669,0.1600069,53.82792,305.0747,32.64362,13.87525,6.788768,204.3513
146.0984,9.610522,0.2270112,41.9411,272.9083,40.93857,17.52405,8.359551,211.453
115.6505,6.439326,0.1825096,33.68416,251.5953,52.45977,20.94403,9.442466,238.7487
99.37486,3.697634,0.2555616,29.59738,244.0011,63.1003,22.87447,10.64423,298.8009
88.64868,1.67942,0.4037134,28.96811,260.597,69.72517,23.6949,12.29534,378.5547
81.75513,0.4538172,0.5246443,31.40155,305.7933,69.72632,23.63195,15.00695,467.5908
78.03007,0.0286512,0.5390919,36.73447,380.8475,63.38721,23.05837,19.06201,546.6483
76.05424,0.714945,0.2857403,41.64925,483.8468,53.58693,21.91932,24.67018,598.1664
75.12924,1.698779,0.3443683,45.49399,598.9849,44.20543,20.39735,30.75583,615.973
72.87169,3.28935,0.5217735,47.37506,702.5516,38.73621,18.54007,37.06116,595.7831
72.3952,4.361881,0.7197333,46.87606,772.9253,36.27329,16.40415,42.69484,555.3834
73.22313,5.207705,0.9399604,44.53154,801.4206,37.75858,15.03945,46.71676,503.3586
73.77426,5.157549,1.207898,42.41255,789.3086,42.60896,14.77409,48.31512,455.6481
73.99376,4.723556,1.364873,42.60533,740.6191,50.78838,15.40582,47.40372,426.7512
79.12731,4.239141,1.130091,46.78123,678.7052,61.49591,17.12306,44.14269,430.9675
97.37922,3.939533,1.00837,58.08278,622.9423,73.29176,20.03966,39.51596,471.869
136.8221,4.586,1.060298,75.50992,585.2207,83.42811,23.34281,34.66372,536.1755
213.9659,5.984784,0.9351054,97.11449,581.335,90.86567,26.62606,31.32369,609.4469
347.2532,8.946932,0.8397585,116.9062,620.659,94.83177,29.16412,29.13209,671.5944
538.5511,13.36417,1.217072,131.515,694.5131,91.71549,31.08797,28.44916,704.0161
798.1165,18.4273,1.634968,137.8566,778.8692,84.39622,31.63098,28.97948,694.4656
1098.705,22.91716,2.018378,136.1293,853.1881,75.39938,31.11531,30.81921,651.7419
1405.077,26.02115,2.382697,127.9447,894.441,68.61327,29.67705,34.1284,587.5764
1657.77,27.70775,2.631162,115.1115,890.0519,65.94055,28.16327,38.32421,509.5156
1797.508,27.21759,2.566129,101.8588,839.114,71.23403,26.9175,42.61375,433.9264
1826.954,25.10112,2.465389,89.44801,755.1262,81.11178,26.13942,46.20507,367.0667
1756.153,22.03912,2.808417,78.32047,654.7396,90.13888,26.70535,48.12569,316.3414
1611.161,18.69632,3.444075,70.06572,551.9766,92.58241,27.85802,48.1055,277.3097
1434.629,15.50615,4.294571,65.64385,456.1407,88.35999,29.46831,46.47925,250.1562
1245.046,12.80304,5.409329,63.73488,374.2192,78.44488,30.62265,43.94365,233.4735
1039.521,11.72687,6.219953,64.00659,309.8665,65.50474,31.10378,41.61592,225.154
827.4648,10.63805,7.035974,67.08195,258.7365,52.92439,30.39609,39.48936,220.9249
629.1326,10.22143,8.312142,71.89483,220.7777,42.82273,28.51088,38.02114,222.1014
453.1428,10.21278,9.922123,79.38776,193.5168,35.96938,25.52983,37.48369,230.5791
310.4334,10.97533,11.76495,90.39999,177.8237,30.69759,21.8653,36.92879,248.6987
212.3479,12.5838,13.98928,107.3827,170.4174,26.75002,18.65306,35.66899,279.209
148.9956,14.91732,16.26386,133.0258,172.5465,24.25946,16.29347,33.98847,324.4518
111.5916,18.36736,18.72784,167.7421,185.5419,23.13093,14.66819,31.93859,386.0718
89.89645,22.21544,22.08218,211.3097,210.502,22.81072,13.5352,29.14113,463.9748
74.61399,27.98229,26.17739,263.157,244.9259,22.97694,13.39404,25.87172,544.0061
65.1655,36.36664,31.21394,317.9765,286.4051,24.80717,13.62606,22.85695,629.4452
57.37255,46.58863,37.96007,375.971,328.8964,27.5916,14.06491,19.89782,738.4779
52.14178,59.5278,47.10669,445.5374,373.8744,31.20727,14.76125,16.90983,897.03
46.75249,73.95634,62.87992,535.7278,423.4376,36.47347,16.05046,14.71523,1138.772
43.7015,90.32906,91.2892,670.4001,490.0951,43.77681,17.98223,13.48389,1496.769
40.24426,108.9157,136.0449,898.8558,590.0336,52.68804,20.28086,12.52019,1972.431
37.62397,135.0013,199.2047,1228.396,759.907,62.97305,23.20211,12.19071,2532.907
36.32081,173.2116,268.2009,1698.594,1005.33,74.47176,26.37917,12.73116,3092.2
34.59985,225.7856,326.2599,2276.657,1336.473,87.605,29.79399,13.76563,3531.367
34.1765,298.6778,357.366,2900.492,1728.002,105.74,33.29493,15.08234,3764.819
34.02173,390.6633,361.2796,3457.045,2122.483,133.6105,37.44035,16.69937,3757.859
35.11987,495.6163,339.9071,3839.811,2425.645,176.466,42.72644,18.34388,3551.474
36.60774,608.9357,303.7176,4013.697,2592.35,230.8916,50.79475,21.00513,3176.915
39.21387,715.185,264.5298,3916.814,2612.005,291.4789,64.16901,24.37576,2730.419
42.62607,800.4001,226.3605,3646.5,2460.748,349.1748,82.3676,29.304,2275.818
46.04728,849.2901,189.3884,3245.645,2209.906,395.1783,101.1014,36.48025,1823.911
48.97171,858.6145,154.6922,2784.657,1901.228,421.687,115.2917,44.89815,1415.374
51.35125,825.7977,124.464,2309.975,1567.163,423.755,120.9029,54.04007,1063.252
52.81575,754.7635,98.47472,1846.347,1236.688,404.9393,114.8545,62.98778,803.468
54.04784,661.307,76.77299,1446.9,938.5598,367.5527,101.5411,70.13081,602.6686
56.58368,556.1107,59.14888,1110.202,695.6737,319.0547,85.05939,73.33576,455.7711
59.22499,451.4744,44.93967,865.2328,502.1205,266.7908,69.66958,74.68938,354.974
61.05902,356.8199,34.35184,686.7427,370.0652,216.927,55.8477,73.89678,280.1956
63.37008,278.6506,26.97314,571.3065,278.918,172.6699,44.71252,68.61887,223.1446
66.10762,216.4195,21.88235,502.5331,219.4227,133.8392,35.29219,60.27029,185.9
66.75735,169.9938,18.46096,461.9095,179.4498,101.1204,28.06184,50.16097,160.1346
67.12554,136.7863,15.87842,438.8503,152.975,74.68485,22.86455,38.48688,142.2343
67.31252,114.8352,14.01882,419.951,136.5703,54.85997,18.84016,27.43567,130.9603
66.21577,101.1901,12.69484,400.2272,126.0182,39.71648,15.95619,20.207,122.3295
65.32882,93.01411,11.70376,377.1317,117.1149,28.84459,13.81769,16.11042,113.9768
67.09447,86.65573,10.91092,355.5544,108.6668,22.30857,12.42346,13.60285,104.9002
69.80573,81.11073,10.3905,333.5266,100.2138,18.28338,11.51997,12.25257,95.01601
74.58688,75.91593,9.9106,309.3646,90.56891,16.10673,10.91412,11.72324,84.77962
93.13271,70.7464,9.41089,280.487,81.84362,14.71766,10.55211,11.49258,74.53127
154.94,65.09889,9.180987,247.3545,73.31002,13.90988,10.1301,11.51655,65.28433
291.2877,58.63054,9.192184,212.923,66.36367,13.45539,9.962693,11.54615,57.24038
534.0263,52.45815,8.710976,181.9079,59.06793,12.83043,9.522571,11.37587,50.09662
896.2155,46.21836,8.148043,155.6841,52.37196,11.81104,8.95927,11.29852,44.00271
1323.857,39.94621,8.077982,134.61,47.13728,11.022,8.136783,11.05983,38.00934
1693.526,34.41508,7.907935,116.476,43.73006,10.22416,7.030929,10.57306,32.64294
1915.543,29.25997,7.647907,102.5793,42.05228,9.462505,5.781702,9.847309,27.36904
1938.242,24.68394,7.765225,91.13902,40.30407,8.2976,4.428624,8.815443,23.37119
1811.835,20.85913,7.80155,81.74999,38.76932,7.278876,3.495693,7.850838,20.18241
1603.131,18.0786,7.815603,74.60967,36.70893,6.145466,2.658081,6.819524,17.42226
1385.982,15.80984,7.785824,68.22295,35.38481,4.87482,2.233583,5.823589,15.49571
1177.896,14.0308,7.963339,62.85345,34.03837,4.230424,2.320608,4.906129,13.07712
952.2875,12.60797,8.065334,57.92034,32.95969,3.738632,2.379925,3.942389,11.12156
725.6607,11.2115,8.018785,53.48304,32.00057,3.210714,2.171757,3.128726,9.181975
514.5568,9.989634,8.066966,51.03118,30.21202,2.839276,1.847679,2.27502,7.614729
343.3156,8.994211,7.918524,49.36893,28.43919,2.531948,1.672099,1.68832,6.686155
230.7798,8.358289,8.072862,47.61452,26.27584,2.14862,1.539221,1.294481,5.724926
159.1207,7.993023,8.16448,45.23681,24.90103,1.797321,1.397299,1.105662,4.833646
121.4475,7.543065,8.182076,42.84379,23.45635,1.575542,1.543208,0.9499846,4.043876
100.9632,7.128813,8.596918,40.4856,22.07365,1.168231,1.396148,0.7619208,2.988427
90.57072,6.746787,8.753251,38.97987,20.3136,0.2615762,1.009952,0.6574852,2.176459
82.84824,6.398642,8.701601,37.98738,19.0811,0.003486246,0.7759969,0.4834214,1.46964
78.70884,6.179985,8.369488,36.65918,17.82254,0.1422886,0.6792997,0.3349402,0.9936457
75.65926,6.211601,8.252011,34.87225,16.04073,0.1782472,0.8495117,0.1941801,0.3969255
73.40968,6.210189,7.880177,32.74474,14.96215,0.3978977,0.8311204,0.1521244,0.2747975
73.7391,6.570992,7.84248,29.23008,13.90351,0.7525494,0.5835244,0.004036847,0.2088514
76.34644,6.620261,7.914192,26.61686,12.58721,0.964465,0.3329993,0.04763349,0.6202434
77.508,6.578256,7.864805,24.83655,11.62041,0.6790084,0.08051487,0.09033248,0.4978015
77.7814,6.60581,7.807869,22.88781,11.31896,0.7826191,0.09036628,0.2665551,0.5119922
77.35928,6.430525,7.848956,21.17785,11.15576,0.9218218,0.4269794,0.5855705,0.6718165
78.05479,6.436129,7.987186,20.06717,10.92344,0.8192094,1.04907,1.03793,1.147516
78.73662,6.398177,8.133933,18.92233,11.36046,0.9119942,1.703434,1.310196,1.843724
80.92796,6.784053,8.537274,16.88765,11.77819,1.025849,1.987086,1.485547,3.277025
83.87894,6.822971,8.70213,15.42306,11.65149,1.304937,2.254929,1.727163,5.53445
84.54099,6.86085,9.140008,14.45342,11.6204,1.540101,2.348117,1.920472,7.253157
84.35481,6.933512,9.593797,13.39922,11.30982,2.066391,2.336595,2.280583,8.916531
