reporter	best_category	count
LBSS_3	ambiguous_deletion	12
LBSS_3	full_length	2
LBSS_4	full_length	259
LBSS_4	PCR_chimera	7
LBSS_4	ambiguous_deletion	6
LBSS_5	full_length	26
LBSS_5	ambiguous_deletion	20
LBSS_5	spacer_not_cloned	14
LBSS_6	full_length	124
LBSS_6	PCR_chimera	58
LBSS_6	spacer_not_cloned	33
LBSS_7	full_length	689
LBSS_7	PCR_chimera	47
LBSS_7	ambiguous_deletion	22
LBSS_7	spacer_not_cloned	9
LBSS_8	full_length	494
LBSS_8	PCR_chimera	312
LBSS_8	ambiguous_deletion	48
LBSS_8	spacer_not_cloned	1
LBSS_9	full_length	187
LBSS_9	spacer_not_cloned	10
LBSS_9	ambiguous_deletion	5
LBSS_9	PCR_chimera	3
LBSp_1	full_length	99
LBSp_1	ambiguous_deletion	38
LBSp_1	PCR_chimera	13
LBSp_10	full_length	72
LBSp_10	ambiguous_deletion	23
LBSp_10	PCR_chimera	3
LBSp_2	full_length	14
LBSp_2	PCR_chimera	2
LBSp_3	full_length	223
LBSp_3	PCR_chimera	60
LBSp_3	spacer_not_cloned	26
LBSp_3	ambiguous_deletion	4
LBSp_4	full_length	137
LBSp_4	PCR_chimera	2
LBSp_4	ambiguous_deletion	2
LBSp_5	full_length	106
LBSp_5	spacer_not_cloned	57
LBSp_5	PCR_chimera	12
LBSp_5	ambiguous_deletion	6
LBSp_6	full_length	103
LBSp_6	PCR_chimera	43
LBSp_6	spacer_not_cloned	30
LBSp_6	ambiguous_deletion	6
LBSp_7	full_length	471
LBSp_7	PCR_chimera	140
LBSp_7	spacer_not_cloned	14
LBSp_7	ambiguous_deletion	12
LBSp_8	full_length	286
LBSp_8	PCR_chimera	232
LBSp_8	ambiguous_deletion	6
LBSp_9	full_length	235
LBSp_9	ambiguous_deletion	230
LBSp_9	PCR_chimera	33
LBpA_1	full_length	481
LBpA_1	PCR_chimera	13
LBpA_1	ambiguous_deletion	11
LBpA_10	full_length	333
LBpA_10	PCR_chimera	10
LBpA_10	ambiguous_deletion	3
LBpA_2	full_length	1751
LBpA_2	PCR_chimera	32
LBpA_2	spacer_not_cloned	24
LBpA_2	ambiguous_deletion	17
LBpA_3	full_length	1121
LBpA_3	ambiguous_deletion	28
LBpA_3	PCR_chimera	22
LBpA_4	full_length	711
LBpA_4	PCR_chimera	105
LBpA_4	ambiguous_deletion	101
LBpA_4	spacer_not_cloned	63
LBpA_5	full_length	871
LBpA_5	PCR_chimera	35
LBpA_5	ambiguous_deletion	10
LBpA_6	full_length	248
LBpA_6	PCR_chimera	4
LBpA_6	ambiguous_deletion	3
LBpA_7	full_length	185
LBpA_7	spacer_not_cloned	33
LBpA_7	PCR_chimera	3
LBpA_7	ambiguous_deletion	1
LBpA_8	full_length	1759
LBpA_8	spacer_not_cloned	38
LBpA_8	PCR_chimera	26
LBpA_8	ambiguous_deletion	19
LBpA_9	full_length	2912
LBpA_9	PCR_chimera	52
LBpA_9	ambiguous_deletion	31
LBpB_1	full_length	230
LBpB_1	PCR_chimera	43
LBpB_1	ambiguous_deletion	13
LBpB_10	full_length	248
LBpB_10	PCR_chimera	161
LBpB_10	ambiguous_deletion	42
LBpB_10	spacer_not_cloned	20
LBpB_2	full_length	241
LBpB_2	PCR_chimera	81
LBpB_2	ambiguous_deletion	11
LBpB_3	full_length	253
LBpB_3	PCR_chimera	136
LBpB_3	ambiguous_deletion	31
LBpB_3	spacer_not_cloned	1
LBpB_4	full_length	246
LBpB_4	PCR_chimera	17
LBpB_4	spacer_not_cloned	8
LBpB_4	ambiguous_deletion	7
LBpB_5	full_length	799
LBpB_5	PCR_chimera	320
LBpB_5	ambiguous_deletion	29
LBpB_5	spacer_not_cloned	12
LBpB_5	PRE-SPACER_mispriming	4
LBpB_6	full_length	112
LBpB_6	ambiguous_deletion	86
LBpB_6	PCR_chimera	36
LBpB_7	full_length	378
LBpB_7	PCR_chimera	51
LBpB_7	spacer_not_cloned	23
LBpB_7	ambiguous_deletion	12
LBpB_8	full_length	403
LBpB_8	ambiguous_deletion	10
LBpB_8	PCR_chimera	2
LBpB_9	full_length	211
LBpB_9	PCR_chimera	154
LBpB_9	ambiguous_deletion	125
LBpL_1	full_length	1188
LBpL_1	PCR_chimera	200
LBpL_1	ambiguous_deletion	26
LBpL_1	spacer_not_cloned	18
LBpL_10	full_length	199
LBpL_10	ambiguous_deletion	9
LBpL_10	PCR_chimera	3
LBpL_2	full_length	1194
LBpL_2	PCR_chimera	114
LBpL_2	ambiguous_deletion	26
LBpL_3	full_length	663
LBpL_3	PCR_chimera	90
LBpL_3	ambiguous_deletion	14
LBpL_4	full_length	75
LBpL_4	ambiguous_deletion	2
LBpL_4	PCR_chimera	1
LBpL_4	spacer_not_cloned	1
LBpL_5	full_length	424
LBpL_5	PCR_chimera	191
LBpL_5	ambiguous_deletion	8
LBpL_6	full_length	120
LBpL_6	ambiguous_deletion	82
LBpL_6	spacer_not_cloned	4
LBpL_6	PCR_chimera	2
LBpL_7	spacer_not_cloned	107
LBpL_7	full_length	76
LBpL_7	ambiguous_deletion	24
LBpL_7	PCR_chimera	16
LBpL_8	full_length	497
LBpL_8	PCR_chimera	56
LBpL_8	spacer_not_cloned	13
LBpL_8	ambiguous_deletion	8
LBpL_9	full_length	236
LBpL_9	PCR_chimera	24
LBpL_9	ambiguous_deletion	8
LBpS_1	full_length	82
LBpS_1	PCR_chimera	14
LBpS_1	ambiguous_deletion	10
LBpS_10	full_length	974
LBpS_10	PCR_chimera	86
LBpS_10	ambiguous_deletion	67
LBpS_10	spacer_not_cloned	2
LBpS_2	full_length	96
LBpS_2	PCR_chimera	13
LBpS_2	ambiguous_deletion	2
LBpS_3	full_length	1078
LBpS_3	ambiguous_deletion	97
LBpS_3	PCR_chimera	45
LBpS_3	spacer_not_cloned	30
LBpS_4	full_length	1091
LBpS_4	ambiguous_deletion	92
LBpS_4	PCR_chimera	81
LBpS_4	spacer_not_cloned	24
LBpS_5	full_length	78
LBpS_5	PCR_chimera	20
LBpS_5	spacer_not_cloned	17
LBpS_5	ambiguous_deletion	2
LBpS_6	full_length	560
LBpS_6	spacer_not_cloned	56
LBpS_6	PCR_chimera	25
LBpS_6	ambiguous_deletion	15
LBpS_7	full_length	443
LBpS_7	ambiguous_deletion	12
LBpS_7	PCR_chimera	7
LBpS_7	PRE-SPACER_mispriming	1
LBpS_8	full_length	101
LBpS_8	spacer_not_cloned	3
LBpS_9	full_length	949
LBpS_9	PCR_chimera	29
LBpS_9	ambiguous_deletion	11
LBpS_9	spacer_not_cloned	1
LBpp_1	full_length	78
LBpp_1	PCR_chimera	7
LBpp_1	ambiguous_deletion	1
LBpp_10	full_length	108
LBpp_10	PCR_chimera	2
LBpp_10	ambiguous_deletion	2
LBpp_2	full_length	64
LBpp_2	ambiguous_deletion	12
LBpp_2	spacer_not_cloned	9
LBpp_3	full_length	772
LBpp_3	PCR_chimera	69
LBpp_3	spacer_not_cloned	44
LBpp_3	ambiguous_deletion	19
LBpp_4	full_length	70
LBpp_4	ambiguous_deletion	17
LBpp_4	spacer_not_cloned	8
LBpp_4	PCR_chimera	5
LBpp_5	full_length	94
LBpp_5	PCR_chimera	3
LBpp_5	ambiguous_deletion	2
LBpp_6	full_length	148
LBpp_6	ambiguous_deletion	31
LBpp_6	PCR_chimera	3
LBpp_7	PCR_chimera	255
LBpp_7	full_length	234
LBpp_7	ambiguous_deletion	6
LBpp_8	full_length	170
LBpp_8	ambiguous_deletion	49
LBpp_8	spacer_not_cloned	11
LBpp_8	PCR_chimera	3
LBpp_9	full_length	111
LBpp_9	spacer_not_cloned	30
LBpp_9	PCR_chimera	22
LLAA_1	full_length	3533
LLAA_1	ambiguous_deletion	359
LLAA_1	PCR_chimera	153
LLAA_1	spacer_not_cloned	26
LLAA_10	full_length	102
LLAA_10	PCR_chimera	1
LLAA_2	full_length	163
LLAA_2	spacer_not_cloned	137
LLAA_2	PCR_chimera	18
LLAA_2	ambiguous_deletion	2
LLAA_3	full_length	146
LLAA_3	PCR_chimera	1
LLAA_3	ambiguous_deletion	1
LLAA_4	full_length	170
LLAA_4	ambiguous_deletion	2
LLAA_5	full_length	440
LLAA_5	ambiguous_deletion	53
LLAA_5	PCR_chimera	6
LLAA_5	PRE-SPACER_mispriming	1
LLAA_6	full_length	168
LLAA_6	PCR_chimera	163
LLAA_6	ambiguous_deletion	1
LLAA_7	full_length	735
LLAA_7	spacer_not_cloned	27
LLAA_7	PCR_chimera	10
LLAA_7	ambiguous_deletion	3
LLAA_8	full_length	536
LLAA_8	PCR_chimera	19
LLAA_8	ambiguous_deletion	3
LLAA_9	full_length	398
LLAA_9	spacer_not_cloned	90
LLAA_9	PCR_chimera	13
LLAA_9	ambiguous_deletion	3
LLAB_1	full_length	2390
LLAB_1	PCR_chimera	67
LLAB_1	ambiguous_deletion	24
LLAB_1	spacer_not_cloned	24
LLAB_10	PCR_chimera	153
LLAB_10	full_length	35
LLAB_2	full_length	674
LLAB_2	PCR_chimera	63
LLAB_2	ambiguous_deletion	16
LLAB_3	full_length	154
LLAB_3	PCR_chimera	6
LLAB_3	ambiguous_deletion	2
LLAB_4	full_length	1049
LLAB_4	spacer_not_cloned	39
LLAB_4	ambiguous_deletion	19
LLAB_4	PCR_chimera	15
LLAB_5	full_length	219
LLAB_5	spacer_not_cloned	52
LLAB_5	PCR_chimera	18
LLAB_5	ambiguous_deletion	8
LLAB_6	full_length	591
LLAB_6	PCR_chimera	77
LLAB_6	ambiguous_deletion	29
LLAB_6	spacer_not_cloned	10
LLAB_7	full_length	301
LLAB_7	spacer_not_cloned	71
LLAB_7	PCR_chimera	8
LLAB_7	ambiguous_deletion	2
LLAB_8	full_length	147
LLAB_8	spacer_not_cloned	54
LLAB_8	PCR_chimera	2
LLAB_8	ambiguous_deletion	1
LLAB_9	full_length	635
LLAB_9	PCR_chimera	10
LLAB_9	ambiguous_deletion	6
LLAL_1	full_length	40
LLAL_1	ambiguous_deletion	2
LLAL_10	full_length	1372
LLAL_10	spacer_not_cloned	40
LLAL_10	ambiguous_deletion	25
LLAL_10	PCR_chimera	14
LLAL_10	spliced-TCTTCC_312_CTCCGA_319	1
LLAL_2	full_length	152
LLAL_2	PCR_chimera	18
LLAL_2	ambiguous_deletion	4
LLAL_3	full_length	94
LLAL_3	PCR_chimera	35
LLAL_3	spacer_not_cloned	1
LLAL_4	full_length	819
LLAL_4	PCR_chimera	73
LLAL_4	ambiguous_deletion	58
LLAL_4	spacer_not_cloned	9
LLAL_5	full_length	1695
LLAL_5	PCR_chimera	17
LLAL_5	ambiguous_deletion	14
LLAL_6	full_length	898
LLAL_6	ambiguous_deletion	37
LLAL_6	PCR_chimera	8
LLAL_7	full_length	185
LLAL_7	spacer_not_cloned	21
LLAL_7	ambiguous_deletion	3
LLAL_7	PCR_chimera	2
LLAL_8	full_length	137
LLAL_8	PCR_chimera	53
LLAL_8	spacer_not_cloned	38
LLAL_8	ambiguous_deletion	6
LLAL_9	full_length	165
LLAL_9	PCR_chimera	50
LLAL_9	ambiguous_deletion	11
LLAS_1	full_length	671
LLAS_1	PCR_chimera	166
LLAS_1	spacer_not_cloned	44
LLAS_1	ambiguous_deletion	6
LLAS_10	full_length	206
LLAS_10	PCR_chimera	79
LLAS_10	ambiguous_deletion	2
LLAS_2	full_length	228
LLAS_2	ambiguous_deletion	1
LLAS_2	spacer_not_cloned	1
LLAS_3	full_length	469
LLAS_3	spacer_not_cloned	18
LLAS_3	ambiguous_deletion	15
LLAS_3	PCR_chimera	4
LLAS_4	full_length	143
LLAS_4	ambiguous_deletion	19
LLAS_4	spacer_not_cloned	4
LLAS_4	PCR_chimera	1
LLAS_5	full_length	600
LLAS_5	PCR_chimera	261
LLAS_5	spacer_not_cloned	60
LLAS_5	ambiguous_deletion	1
LLAS_6	full_length	444
LLAS_6	spacer_not_cloned	14
LLAS_6	PCR_chimera	2
LLAS_6	ambiguous_deletion	1
LLAS_7	full_length	167
LLAS_7	spacer_not_cloned	14
LLAS_7	PCR_chimera	3
LLAS_8	full_length	244
LLAS_8	spacer_not_cloned	58
LLAS_8	PCR_chimera	5
LLAS_8	ambiguous_deletion	2
LLAS_9	PCR_chimera	31
LLAS_9	full_length	30
LLAS_9	spacer_not_cloned	24
LLAS_9	ambiguous_deletion	2
LLAp_1	full_length	383
LLAp_1	spacer_not_cloned	11
LLAp_1	PCR_chimera	6
LLAp_1	ambiguous_deletion	1
LLAp_10	full_length	262
LLAp_10	spacer_not_cloned	39
LLAp_10	PCR_chimera	1
LLAp_10	ambiguous_deletion	1
LLAp_2	full_length	604
LLAp_2	PCR_chimera	37
LLAp_2	spacer_not_cloned	10
LLAp_2	ambiguous_deletion	1
LLAp_3	full_length	107
LLAp_3	PCR_chimera	15
LLAp_3	ambiguous_deletion	2
LLAp_4	full_length	692
LLAp_4	PCR_chimera	171
LLAp_4	ambiguous_deletion	41
LLAp_4	spacer_not_cloned	14
LLAp_5	full_length	91
LLAp_5	spacer_not_cloned	28
LLAp_5	PCR_chimera	22
LLAp_6	full_length	1694
LLAp_6	PCR_chimera	65
LLAp_6	ambiguous_deletion	22
LLAp_6	spacer_not_cloned	7
LLAp_7	full_length	247
LLAp_7	ambiguous_deletion	58
LLAp_7	PCR_chimera	7
LLAp_7	spacer_not_cloned	2
LLAp_8	full_length	208
LLAp_8	PCR_chimera	67
LLAp_8	spacer_not_cloned	12
LLAp_8	ambiguous_deletion	3
LLAp_9	full_length	448
LLAp_9	PCR_chimera	114
LLAp_9	spacer_not_cloned	36
LLAp_9	ambiguous_deletion	7
LLBA_1	full_length	326
LLBA_1	PCR_chimera	12
LLBA_1	spacer_not_cloned	9
LLBA_1	ambiguous_deletion	3
LLBA_10	spacer_not_cloned	89
LLBA_10	full_length	78
LLBA_10	PCR_chimera	5
LLBA_2	full_length	1364
LLBA_2	spacer_not_cloned	18
LLBA_2	PCR_chimera	13
LLBA_2	ambiguous_deletion	8
LLBA_3	full_length	806
LLBA_3	PCR_chimera	12
LLBA_3	ambiguous_deletion	3
LLBA_3	spacer_not_cloned	2
LLBA_4	full_length	108
LLBA_4	spacer_not_cloned	97
LLBA_4	ambiguous_deletion	1
LLBA_5	full_length	177
LLBA_5	ambiguous_deletion	2
LLBA_6	full_length	831
LLBA_6	PCR_chimera	11
LLBA_6	ambiguous_deletion	4
LLBA_6	PRE-SPACER_mispriming	3
LLBA_7	full_length	323
LLBA_7	PCR_chimera	41
LLBA_7	ambiguous_deletion	3
LLBA_8	full_length	213
LLBA_8	spacer_not_cloned	174
LLBA_8	PCR_chimera	52
LLBA_8	ambiguous_deletion	25
LLBA_8	PRE-SPACER_mispriming	1
LLBA_9	full_length	1010
LLBA_9	PCR_chimera	59
LLBA_9	ambiguous_deletion	6
LLBA_9	spacer_not_cloned	6
LLBB_1	full_length	73
LLBB_1	spacer_not_cloned	15
LLBB_1	PCR_chimera	11
LLBB_1	ambiguous_deletion	4
LLBB_10	full_length	1231
LLBB_10	ambiguous_deletion	687
LLBB_10	PCR_chimera	228
LLBB_10	spacer_not_cloned	6
LLBB_2	full_length	104
LLBB_2	PCR_chimera	2
LLBB_2	spacer_not_cloned	2
LLBB_2	ambiguous_deletion	1
LLBB_3	full_length	203
LLBB_3	ambiguous_deletion	17
LLBB_3	spacer_not_cloned	11
LLBB_3	PCR_chimera	5
LLBB_4	full_length	147
LLBB_4	PCR_chimera	133
LLBB_4	ambiguous_deletion	7
LLBB_4	spacer_not_cloned	6
LLBB_5	full_length	533
LLBB_5	PCR_chimera	79
LLBB_5	ambiguous_deletion	15
LLBB_6	full_length	320
LLBB_6	ambiguous_deletion	151
LLBB_6	spacer_not_cloned	15
LLBB_6	PCR_chimera	8
LLBB_7	full_length	91
LLBB_7	spacer_not_cloned	2
LLBB_7	PCR_chimera	1
LLBB_7	ambiguous_deletion	1
LLBB_8	full_length	90
LLBB_8	PCR_chimera	35
LLBB_8	spacer_not_cloned	27
LLBB_8	ambiguous_deletion	3
LLBB_9	full_length	274
LLBB_9	spacer_not_cloned	16
LLBB_9	PCR_chimera	7
LLBB_9	ambiguous_deletion	5
LLBL_1	full_length	76
LLBL_1	ambiguous_deletion	4
LLBL_1	PCR_chimera	2
LLBL_10	full_length	934
LLBL_10	PCR_chimera	45
LLBL_10	ambiguous_deletion	19
LLBL_10	PRE-SPACER_mispriming	1
LLBL_2	full_length	477
LLBL_2	spacer_not_cloned	7
LLBL_2	PCR_chimera	5
LLBL_2	ambiguous_deletion	5
LLBL_3	full_length	110
LLBL_3	ambiguous_deletion	67
LLBL_3	PCR_chimera	33
LLBL_4	full_length	146
LLBL_4	PCR_chimera	24
LLBL_4	ambiguous_deletion	1
LLBL_5	full_length	434
LLBL_5	PCR_chimera	90
LLBL_5	ambiguous_deletion	12
LLBL_5	spacer_not_cloned	8
LLBL_6	full_length	480
LLBL_6	ambiguous_deletion	7
LLBL_6	PCR_chimera	2
LLBL_7	full_length	211
LLBL_7	PCR_chimera	4
LLBL_7	ambiguous_deletion	4
LLBL_8	full_length	434
LLBL_8	PCR_chimera	71
LLBL_8	ambiguous_deletion	3
LLBL_9	full_length	53
LLBL_9	ambiguous_deletion	2
LLBL_9	PCR_chimera	1
LLBS_1	full_length	450
LLBS_1	PCR_chimera	126
LLBS_1	spacer_not_cloned	14
LLBS_1	ambiguous_deletion	11
LLBS_10	full_length	30
LLBS_10	ambiguous_deletion	8
LLBS_2	full_length	330
LLBS_2	PCR_chimera	34
LLBS_2	spacer_not_cloned	8
LLBS_2	ambiguous_deletion	6
LLBS_3	full_length	874
LLBS_3	ambiguous_deletion	108
LLBS_3	PCR_chimera	24
LLBS_3	spacer_not_cloned	4
LLBS_4	full_length	801
LLBS_4	PCR_chimera	54
LLBS_4	spacer_not_cloned	22
LLBS_4	ambiguous_deletion	11
LLBS_5	full_length	96
LLBS_5	ambiguous_deletion	10
LLBS_5	spacer_not_cloned	7
LLBS_5	PCR_chimera	4
LLBS_6	full_length	523
LLBS_6	ambiguous_deletion	64
LLBS_6	PCR_chimera	16
LLBS_6	spacer_not_cloned	3
LLBS_7	full_length	529
LLBS_7	ambiguous_deletion	25
LLBS_7	PCR_chimera	7
LLBS_8	full_length	384
LLBS_8	ambiguous_deletion	7
LLBS_8	PCR_chimera	4
LLBS_9	full_length	42
LLBS_9	ambiguous_deletion	2
LLBp_1	full_length	106
LLBp_1	spacer_not_cloned	18
LLBp_1	PCR_chimera	2
LLBp_10	full_length	62
LLBp_10	ambiguous_deletion	1
LLBp_10	spacer_not_cloned	1
LLBp_2	full_length	498
LLBp_2	ambiguous_deletion	140
LLBp_2	PCR_chimera	36
LLBp_3	full_length	407
LLBp_3	PCR_chimera	89
LLBp_3	spacer_not_cloned	24
LLBp_3	ambiguous_deletion	9
LLBp_4	full_length	92
LLBp_4	spacer_not_cloned	16
LLBp_4	ambiguous_deletion	4
LLBp_4	PCR_chimera	1
LLBp_5	full_length	179
LLBp_5	ambiguous_deletion	40
LLBp_5	PCR_chimera	3
LLBp_6	full_length	440
LLBp_6	PCR_chimera	63
LLBp_6	ambiguous_deletion	44
LLBp_6	spacer_not_cloned	25
LLBp_7	full_length	370
LLBp_7	spacer_not_cloned	9
LLBp_7	PCR_chimera	3
LLBp_7	ambiguous_deletion	3
LLBp_8	full_length	49
LLBp_8	ambiguous_deletion	1
LLBp_9	full_length	338
LLBp_9	PCR_chimera	51
LLBp_9	spacer_not_cloned	42
LLBp_9	ambiguous_deletion	5
LLLA_1	full_length	192
LLLA_1	PCR_chimera	48
LLLA_10	full_length	642
LLLA_10	PCR_chimera	40
LLLA_10	ambiguous_deletion	1
LLLA_2	full_length	1057
LLLA_2	PCR_chimera	35
LLLA_2	ambiguous_deletion	7
LLLA_3	full_length	1780
LLLA_3	ambiguous_deletion	42
LLLA_3	PCR_chimera	26
LLLA_4	full_length	140
LLLA_4	PCR_chimera	15
LLLA_5	full_length	341
LLLA_5	PCR_chimera	63
LLLA_5	ambiguous_deletion	1
LLLA_6	full_length	115
LLLA_6	PCR_chimera	2
LLLA_7	full_length	340
LLLA_7	ambiguous_deletion	38
LLLA_7	PCR_chimera	2
LLLA_8	full_length	1165
LLLA_8	PCR_chimera	30
LLLA_8	ambiguous_deletion	9
LLLA_9	full_length	236
LLLA_9	ambiguous_deletion	3
LLLA_9	PCR_chimera	1
LLLB_1	full_length	449
LLLB_1	PCR_chimera	117
LLLB_1	ambiguous_deletion	7
LLLB_10	full_length	809
LLLB_10	PCR_chimera	104
LLLB_10	spacer_not_cloned	67
LLLB_10	ambiguous_deletion	19
LLLB_2	full_length	308
LLLB_2	PCR_chimera	8
LLLB_2	ambiguous_deletion	5
LLLB_2	spacer_not_cloned	1
LLLB_3	full_length	379
LLLB_3	PCR_chimera	197
LLLB_3	ambiguous_deletion	8
LLLB_4	full_length	251
LLLB_4	ambiguous_deletion	6
LLLB_4	PCR_chimera	3
LLLB_5	full_length	793
LLLB_5	ambiguous_deletion	132
LLLB_5	PCR_chimera	16
LLLB_6	full_length	567
LLLB_6	PCR_chimera	88
LLLB_6	ambiguous_deletion	25
LLLB_7	full_length	484
LLLB_7	PCR_chimera	123
LLLB_7	ambiguous_deletion	94
LLLB_7	spacer_not_cloned	1
LLLB_8	full_length	420
LLLB_8	PCR_chimera	98
LLLB_8	ambiguous_deletion	9
LLLB_9	full_length	64
LLLB_9	PCR_chimera	16
LLLL_1	full_length	114
LLLL_1	PCR_chimera	1
LLLL_1	ambiguous_deletion	1
LLLL_10	full_length	60
LLLL_10	PCR_chimera	19
LLLL_10	ambiguous_deletion	3
LLLL_2	full_length	23
LLLL_2	PCR_chimera	2
LLLL_2	ambiguous_deletion	1
LLLL_3	full_length	47
LLLL_3	PCR_chimera	2
LLLL_3	ambiguous_deletion	2
LLLL_4	PCR_chimera	114
LLLL_4	full_length	27
LLLL_4	ambiguous_deletion	2
LLLL_5	PCR_chimera	142
LLLL_5	full_length	36
LLLL_5	ambiguous_deletion	2
LLLL_6	full_length	14
LLLL_6	spacer_not_cloned	2
LLLL_6	PCR_chimera	1
LLLL_7	full_length	79
LLLL_7	ambiguous_deletion	22
LLLL_7	PCR_chimera	3
LLLL_8	PCR_chimera	18
LLLL_8	full_length	10
LLLL_9	full_length	5
LLLL_9	PCR_chimera	4
LLLS_1	full_length	195
LLLS_1	PCR_chimera	3
LLLS_1	ambiguous_deletion	3
LLLS_10	full_length	20
LLLS_10	PCR_chimera	5
LLLS_2	full_length	255
LLLS_2	ambiguous_deletion	28
LLLS_2	PCR_chimera	6
LLLS_3	full_length	848
LLLS_3	PCR_chimera	14
LLLS_3	ambiguous_deletion	10
LLLS_4	full_length	71
LLLS_4	PCR_chimera	1
LLLS_5	full_length	76
LLLS_5	ambiguous_deletion	3
LLLS_6	full_length	221
LLLS_6	PCR_chimera	4
LLLS_6	ambiguous_deletion	2
LLLS_6	spacer_not_cloned	2
LLLS_7	full_length	370
LLLS_7	PCR_chimera	5
LLLS_7	ambiguous_deletion	5
LLLS_8	full_length	144
LLLS_8	ambiguous_deletion	17
LLLS_8	PCR_chimera	8
LLLS_9	full_length	628
LLLS_9	PCR_chimera	198
LLLS_9	ambiguous_deletion	13
LLLp_1	full_length	584
LLLp_1	PCR_chimera	8
LLLp_1	ambiguous_deletion	4
LLLp_10	full_length	98
LLLp_10	PCR_chimera	2
LLLp_10	ambiguous_deletion	2
LLLp_2	full_length	66
LLLp_2	PCR_chimera	19
LLLp_2	ambiguous_deletion	2
LLLp_3	full_length	49
LLLp_3	PCR_chimera	18
LLLp_4	full_length	111
LLLp_4	PCR_chimera	3
LLLp_4	ambiguous_deletion	2
LLLp_5	full_length	53
LLLp_5	ambiguous_deletion	5
LLLp_6	full_length	388
LLLp_6	PCR_chimera	7
LLLp_6	ambiguous_deletion	2
LLLp_7	full_length	714
LLLp_7	ambiguous_deletion	75
LLLp_7	PCR_chimera	13
LLLp_8	full_length	293
LLLp_8	PCR_chimera	46
LLLp_8	spacer_not_cloned	14
LLLp_8	ambiguous_deletion	8
LLLp_9	full_length	200
LLLp_9	ambiguous_deletion	6
LLLp_9	PCR_chimera	5
LLSA_1	full_length	896
LLSA_1	PCR_chimera	107
LLSA_1	ambiguous_deletion	67
LLSA_10	full_length	1013
LLSA_10	spacer_not_cloned	22
LLSA_10	PCR_chimera	6
LLSA_10	ambiguous_deletion	4
LLSA_2	full_length	5150
LLSA_2	PCR_chimera	296
LLSA_2	spacer_not_cloned	49
LLSA_2	ambiguous_deletion	26
LLSA_2	PRE-SPACER_mispriming	4
LLSA_3	full_length	520
LLSA_3	PCR_chimera	4
LLSA_3	ambiguous_deletion	1
LLSA_4	full_length	1505
LLSA_4	spacer_not_cloned	52
LLSA_4	PCR_chimera	17
LLSA_4	ambiguous_deletion	12
LLSA_5	full_length	311
LLSA_5	PCR_chimera	3
LLSA_6	full_length	1412
LLSA_6	PCR_chimera	19
LLSA_6	ambiguous_deletion	11
LLSA_6	spacer_not_cloned	4
LLSA_7	full_length	94
LLSA_8	full_length	161
LLSA_8	PCR_chimera	1
LLSA_8	ambiguous_deletion	1
LLSA_8	spacer_not_cloned	1
LLSA_9	full_length	141
LLSA_9	ambiguous_deletion	57
LLSA_9	spacer_not_cloned	56
LLSA_9	PCR_chimera	22
LLSB_1	full_length	304
LLSB_1	PCR_chimera	90
LLSB_1	ambiguous_deletion	5
LLSB_10	full_length	226
LLSB_10	spacer_not_cloned	80
LLSB_10	PCR_chimera	50
LLSB_10	ambiguous_deletion	1
LLSB_2	full_length	266
LLSB_2	PCR_chimera	53
LLSB_2	ambiguous_deletion	4
LLSB_3	full_length	517
LLSB_3	PCR_chimera	47
LLSB_3	spacer_not_cloned	12
LLSB_3	ambiguous_deletion	8
LLSB_4	full_length	399
LLSB_4	ambiguous_deletion	25
LLSB_4	PCR_chimera	18
LLSB_5	full_length	882
LLSB_5	PCR_chimera	23
LLSB_5	ambiguous_deletion	20
LLSB_5	spacer_not_cloned	1
LLSB_6	full_length	252
LLSB_6	PCR_chimera	58
LLSB_6	ambiguous_deletion	4
LLSB_7	full_length	752
LLSB_7	ambiguous_deletion	89
LLSB_7	spacer_not_cloned	74
LLSB_7	PCR_chimera	9
LLSB_8	full_length	79
LLSB_8	spacer_not_cloned	18
LLSB_8	spliced-CCGACC_301_CTCCGA_319	4
LLSB_8	PCR_chimera	3
LLSB_8	ambiguous_deletion	3
LLSB_8	PRE-SPACER_mispriming	1
LLSB_9	full_length	423
LLSB_9	ambiguous_deletion	69
LLSB_9	spacer_not_cloned	5
LLSB_9	PCR_chimera	2
LLSL_1	full_length	90
LLSL_1	PCR_chimera	33
LLSL_1	ambiguous_deletion	8
LLSL_10	full_length	30
LLSL_10	spacer_not_cloned	24
LLSL_10	ambiguous_deletion	20
LLSL_10	PCR_chimera	1
LLSL_2	full_length	554
LLSL_2	PCR_chimera	143
LLSL_2	ambiguous_deletion	6
LLSL_3	full_length	149
LLSL_3	PCR_chimera	22
LLSL_3	ambiguous_deletion	2
LLSL_4	full_length	84
LLSL_4	spacer_not_cloned	7
LLSL_4	PCR_chimera	2
LLSL_4	ambiguous_deletion	2
LLSL_5	full_length	200
LLSL_5	PCR_chimera	2
LLSL_5	ambiguous_deletion	2
LLSL_6	full_length	122
LLSL_6	PCR_chimera	43
LLSL_7	full_length	229
LLSL_7	PCR_chimera	29
LLSL_7	ambiguous_deletion	5
LLSL_8	full_length	147
LLSL_8	PCR_chimera	2
LLSL_8	spacer_not_cloned	2
LLSL_9	full_length	24
LLSL_9	PCR_chimera	20
LLSL_9	ambiguous_deletion	1
LLSS_1	full_length	479
LLSS_1	ambiguous_deletion	45
LLSS_1	PCR_chimera	5
LLSS_1	PRE-SPACER_mispriming	1
LLSS_10	full_length	171
