reporter	class	count
BBSB_3	ambiguous	2
BBSB_4	ambiguous	2
BBSB_4	full_length	1
BBSB_5	chimeric	114
BBSB_5	full_length	37
BBSB_5	ambiguous	3
BBSB_6	chimeric	97
BBSB_6	full_length	74
BBSB_6	ambiguous	8
BBSB_7	full_length	13
BBSB_8	cannot_find_barcode	111
BBSB_9	ambiguous	13
BBSB_9	chimeric	8
BBSB_9	full_length	5
BBSL_1	full_length	49
BBSL_1	ambiguous	3
BBSL_1	chimeric	3
BBSL_10	chimeric	127
BBSL_10	full_length	44
BBSL_10	ambiguous	6
BBSL_2	full_length	3
BBSL_4	full_length	155
BBSL_4	chimeric	92
BBSL_4	ambiguous	3
BBSL_5	full_length	18
BBSL_5	ambiguous	3
BBSL_6	chimeric	151
BBSL_6	full_length	74
BBSL_6	ambiguous	1
BBSL_7	full_length	10
BBSL_7	ambiguous	1
BBSL_8	full_length	5
BBSL_9	full_length	6
BBSS_1	full_length	41
BBSS_1	ambiguous	12
BBSS_1	chimeric	6
BBSS_10	chimeric	58
BBSS_10	full_length	29
BBSS_2	ambiguous	15
BBSS_2	full_length	14
BBSS_2	chimeric	2
BBSS_3	chimeric	44
BBSS_3	full_length	43
BBSS_3	ambiguous	12
BBSS_4	chimeric	42
BBSS_5	full_length	25
BBSS_5	chimeric	21
BBSS_6	full_length	6
BBSS_7	full_length	55
BBSS_7	chimeric	6
BBSS_8	full_length	16
BBSS_8	chimeric	11
BBSS_8	ambiguous	1
BBSS_9	full_length	39
BBSS_9	ambiguous	21
BBSS_9	chimeric	15
BBSp_1	full_length	18
BBSp_1	ambiguous	1
BBSp_10	chimeric	24
BBSp_10	full_length	9
BBSp_10	ambiguous	1
BBSp_2	full_length	74
BBSp_2	chimeric	43
BBSp_2	ambiguous	31
BBSp_3	full_length	26
BBSp_3	ambiguous	16
BBSp_3	chimeric	1
BBSp_4	full_length	23
BBSp_4	ambiguous	7
BBSp_4	chimeric	1
BBSp_5	full_length	3
BBSp_6	full_length	5
BBSp_6	chimeric	1
BBSp_7	full_length	9
BBSp_8	chimeric	18
BBSp_8	full_length	7
BBSp_9	full_length	23
BBSp_9	ambiguous	3
BBpA_1	full_length	207
BBpA_1	ambiguous	24
BBpA_1	chimeric	12
BBpA_10	full_length	199
BBpA_10	ambiguous	12
BBpA_10	chimeric	2
BBpA_2	full_length	81
BBpA_2	ambiguous	13
BBpA_2	chimeric	8
BBpA_3	cannot_find_barcode	251
BBpA_3	full_length	118
BBpA_3	chimeric	78
BBpA_3	ambiguous	4
BBpA_4	full_length	782
BBpA_4	chimeric	46
BBpA_4	ambiguous	13
BBpA_5	ambiguous	31
BBpA_5	full_length	5
BBpA_6	full_length	155
BBpA_6	ambiguous	13
BBpA_6	chimeric	1
BBpA_7	full_length	289
BBpA_7	ambiguous	48
BBpA_7	chimeric	20
BBpA_8	full_length	156
BBpA_8	chimeric	44
BBpA_8	ambiguous	33
BBpA_9	full_length	64
BBpA_9	chimeric	2
BBpB_1	cannot_find_barcode	18
BBpB_10	ambiguous	11
BBpB_10	full_length	1
BBpB_2	full_length	43
BBpB_2	ambiguous	5
BBpB_2	chimeric	5
BBpB_3	ambiguous	43
BBpB_3	chimeric	35
BBpB_3	full_length	3
BBpB_4	chimeric	118
BBpB_4	full_length	38
BBpB_4	ambiguous	5
BBpB_5	chimeric	34
BBpB_5	full_length	13
BBpB_5	ambiguous	6
BBpB_6	ambiguous	1
BBpB_6	full_length	1
BBpB_7	chimeric	55
BBpB_7	full_length	7
BBpB_7	ambiguous	1
BBpB_8	chimeric	111
BBpB_8	full_length	16
BBpB_8	ambiguous	6
BBpB_9	ambiguous	33
BBpB_9	chimeric	23
BBpB_9	full_length	6
BBpL_1	full_length	3
BBpL_10	full_length	15
BBpL_10	ambiguous	11
BBpL_10	chimeric	6
BBpL_2	full_length	77
BBpL_2	ambiguous	9
BBpL_2	chimeric	7
BBpL_3	full_length	51
BBpL_3	chimeric	4
BBpL_3	ambiguous	3
BBpL_3	CTTCTA_180_TTGCCA_214	1
BBpL_4	full_length	71
BBpL_4	ambiguous	6
BBpL_5	chimeric	29
BBpL_5	full_length	15
BBpL_6	full_length	77
BBpL_6	ambiguous	1
BBpL_6	chimeric	1
BBpL_7	chimeric	24
BBpL_7	full_length	12
BBpL_8	full_length	4
BBpL_9	full_length	24
BBpL_9	ambiguous	2
BBpL_9	chimeric	1
BBpS_1	chimeric	47
BBpS_1	ambiguous	17
BBpS_1	full_length	4
BBpS_10	full_length	65
BBpS_10	chimeric	2
BBpS_2	chimeric	140
BBpS_2	full_length	113
BBpS_2	ambiguous	2
BBpS_3	chimeric	204
BBpS_3	full_length	107
BBpS_3	ambiguous	8
BBpS_4	full_length	27
BBpS_4	ambiguous	15
BBpS_4	chimeric	2
BBpS_5	full_length	61
BBpS_5	chimeric	24
BBpS_5	ambiguous	1
BBpS_6	full_length	11
BBpS_6	ambiguous	10
BBpS_7	full_length	18
BBpS_7	ambiguous	3
BBpS_8	full_length	5
BBpS_8	ambiguous	1
BBpS_8	chimeric	1
BBpS_9	full_length	59
BBpS_9	chimeric	4
BBpS_9	ambiguous	1
BBpp_1	full_length	5
BBpp_1	ambiguous	3
BBpp_1	chimeric	1
BBpp_10	chimeric	38
BBpp_10	full_length	22
BBpp_10	ambiguous	1
BBpp_2	full_length	4
BBpp_3	chimeric	180
BBpp_3	full_length	24
BBpp_3	ambiguous	1
BBpp_4	chimeric	151
BBpp_4	ambiguous	9
BBpp_4	full_length	7
BBpp_5	chimeric	60
BBpp_5	full_length	20
BBpp_5	ambiguous	2
BBpp_6	full_length	16
BBpp_6	chimeric	11
BBpp_6	ambiguous	5
BBpp_7	full_length	34
BBpp_7	ambiguous	21
BBpp_7	chimeric	2
BBpp_8	full_length	20
BBpp_8	ambiguous	1
BBpp_9	full_length	65
BBpp_9	chimeric	53
BBpp_9	ambiguous	6
BLAA_1	full_length	146
BLAA_1	ambiguous	65
BLAA_1	chimeric	5
BLAA_10	full_length	579
BLAA_10	chimeric	91
BLAA_10	ambiguous	9
BLAA_2	full_length	61
BLAA_2	chimeric	12
BLAA_2	ambiguous	1
BLAA_3	full_length	579
BLAA_3	ambiguous	38
BLAA_3	chimeric	13
BLAA_4	full_length	1094
BLAA_4	ambiguous	82
BLAA_4	chimeric	15
BLAA_5	full_length	386
BLAA_5	chimeric	14
BLAA_5	ambiguous	1
BLAA_6	full_length	498
BLAA_6	ambiguous	30
BLAA_6	chimeric	9
BLAA_7	full_length	213
BLAA_7	ambiguous	117
BLAA_7	chimeric	7
BLAA_8	full_length	1496
BLAA_8	chimeric	430
BLAA_8	ambiguous	4
BLAA_9	full_length	168
BLAA_9	ambiguous	15
BLAA_9	chimeric	7
BLAB_1	ambiguous	217
BLAB_1	full_length	204
BLAB_1	chimeric	17
BLAB_10	full_length	68
BLAB_10	chimeric	4
BLAB_2	full_length	55
BLAB_2	chimeric	7
BLAB_2	ambiguous	3
BLAB_3	chimeric	73
BLAB_3	full_length	50
BLAB_4	full_length	412
BLAB_4	chimeric	143
BLAB_4	ambiguous	12
BLAB_5	full_length	104
BLAB_5	chimeric	3
BLAB_6	full_length	66
BLAB_6	chimeric	22
BLAB_6	ambiguous	20
BLAB_7	full_length	248
BLAB_7	chimeric	5
BLAB_7	ambiguous	1
BLAB_8	chimeric	12
BLAB_8	full_length	4
BLAB_8	ambiguous	1
BLAB_9	full_length	263
BLAB_9	chimeric	89
BLAB_9	ambiguous	6
BLAL_1	full_length	123
BLAL_1	ambiguous	22
BLAL_1	chimeric	7
BLAL_10	full_length	297
BLAL_10	chimeric	53
BLAL_10	ambiguous	5
BLAL_2	full_length	48
BLAL_2	chimeric	34
BLAL_2	ambiguous	1
BLAL_3	full_length	120
BLAL_3	chimeric	81
BLAL_3	ambiguous	31
BLAL_4	full_length	30
BLAL_4	chimeric	4
BLAL_4	ambiguous	2
BLAL_5	full_length	154
BLAL_5	ambiguous	32
BLAL_5	chimeric	6
BLAL_6	full_length	146
BLAL_6	chimeric	11
BLAL_6	RT_error	1
BLAL_6	ambiguous	1
BLAL_7	full_length	194
BLAL_7	ambiguous	12
BLAL_7	chimeric	6
BLAL_8	full_length	472
BLAL_8	chimeric	85
BLAL_8	ambiguous	4
BLAL_9	full_length	188
BLAL_9	ambiguous	39
BLAL_9	chimeric	10
BLAS_1	full_length	224
BLAS_1	chimeric	54
BLAS_1	ambiguous	1
BLAS_10	full_length	15
BLAS_10	ambiguous	2
BLAS_10	chimeric	2
BLAS_2	full_length	110
BLAS_2	ambiguous	30
BLAS_2	chimeric	7
BLAS_3	full_length	655
BLAS_3	chimeric	173
BLAS_3	ambiguous	12
BLAS_4	full_length	132
BLAS_4	ambiguous	21
BLAS_4	chimeric	16
BLAS_5	full_length	152
BLAS_5	chimeric	2
BLAS_6	full_length	202
BLAS_6	chimeric	9
BLAS_6	ambiguous	2
BLAS_7	full_length	38
BLAS_7	chimeric	18
BLAS_8	full_length	29
BLAS_8	chimeric	16
BLAS_8	ambiguous	2
BLAS_9	full_length	60
BLAS_9	ambiguous	4
BLAS_9	chimeric	4
BLAp_1	full_length	175
BLAp_1	chimeric	6
BLAp_1	ambiguous	3
BLAp_10	full_length	390
BLAp_10	chimeric	54
BLAp_10	ambiguous	19
BLAp_2	full_length	7
BLAp_2	ambiguous	1
BLAp_3	full_length	193
BLAp_3	ambiguous	35
BLAp_3	chimeric	11
BLAp_4	full_length	128
BLAp_4	ambiguous	13
BLAp_4	chimeric	11
BLAp_5	full_length	34
BLAp_5	ambiguous	11
BLAp_5	chimeric	1
BLAp_6	ambiguous	53
BLAp_6	full_length	47
BLAp_6	chimeric	2
BLAp_7	full_length	20
BLAp_7	ambiguous	19
BLAp_8	full_length	75
BLAp_8	ambiguous	11
BLAp_8	chimeric	1
BLAp_9	full_length	131
BLAp_9	chimeric	75
BLAp_9	ambiguous	4
BLBA_1	full_length	39
BLBA_1	chimeric	15
BLBA_1	ambiguous	2
BLBA_10	ambiguous	38
BLBA_10	full_length	18
BLBA_10	chimeric	1
BLBA_2	full_length	43
BLBA_2	chimeric	36
BLBA_2	ambiguous	3
BLBA_3	full_length	232
BLBA_3	ambiguous	16
BLBA_3	chimeric	14
BLBA_4	full_length	146
BLBA_4	ambiguous	20
BLBA_4	chimeric	7
BLBA_5	full_length	30
BLBA_5	ambiguous	5
BLBA_5	chimeric	2
BLBA_6	full_length	49
BLBA_6	chimeric	3
BLBA_6	ambiguous	1
BLBA_7	chimeric	54
BLBA_7	ambiguous	8
BLBA_7	full_length	8
BLBA_8	full_length	230
BLBA_8	chimeric	72
BLBA_8	ambiguous	7
BLBA_9	full_length	33
BLBA_9	ambiguous	3
BLBA_9	chimeric	1
BLBB_1	chimeric	27
BLBB_1	full_length	21
BLBB_1	ambiguous	8
BLBB_1	RT_error	1
BLBB_10	full_length	5
BLBB_2	full_length	2
BLBB_3	chimeric	16
BLBB_3	full_length	14
BLBB_3	ambiguous	4
BLBB_4	ambiguous	114
BLBB_4	chimeric	43
BLBB_4	full_length	7
BLBB_5	full_length	5
BLBB_5	ambiguous	1
BLBB_6	full_length	5
BLBB_6	chimeric	3
BLBB_7	chimeric	31
BLBB_7	ambiguous	25
BLBB_7	full_length	5
BLBB_8	full_length	8
BLBB_9	chimeric	27
BLBL_1	chimeric	70
BLBL_1	ambiguous	33
BLBL_1	full_length	10
BLBL_10	chimeric	56
BLBL_10	full_length	25
BLBL_10	ambiguous	10
BLBL_2	full_length	67
BLBL_2	chimeric	37
BLBL_2	ambiguous	4
BLBL_2	RT_error	1
BLBL_3	full_length	4
BLBL_3	RT_error	1
BLBL_4	full_length	26
BLBL_5	full_length	27
BLBL_5	ambiguous	19
BLBL_5	chimeric	11
BLBL_6	full_length	3
BLBL_6	ambiguous	2
BLBL_7	chimeric	40
BLBL_7	full_length	17
BLBL_8	chimeric	43
BLBL_8	full_length	6
BLBL_8	ambiguous	2
BLBL_9	full_length	4
BLBS_1	full_length	20
BLBS_1	chimeric	2
BLBS_10	full_length	22
BLBS_10	ambiguous	4
BLBS_10	chimeric	3
BLBS_2	full_length	27
BLBS_2	ambiguous	5
BLBS_3	full_length	20
BLBS_3	chimeric	3
BLBS_4	chimeric	81
BLBS_4	full_length	46
BLBS_4	ambiguous	10
BLBS_5	full_length	9
BLBS_5	ambiguous	1
BLBS_6	full_length	193
BLBS_6	chimeric	5
BLBS_6	ambiguous	1
BLBS_7	chimeric	303
BLBS_7	full_length	22
BLBS_7	ambiguous	1
BLBS_8	full_length	26
BLBS_8	chimeric	7
BLBS_8	ambiguous	6
BLBS_9	full_length	71
BLBS_9	ambiguous	6
BLBS_9	chimeric	4
BLBp_1	chimeric	384
BLBp_1	full_length	58
BLBp_1	ambiguous	9
BLBp_10	full_length	21
BLBp_10	chimeric	20
BLBp_10	ambiguous	5
BLBp_2	ambiguous	198
BLBp_2	full_length	13
BLBp_2	chimeric	1
BLBp_3	full_length	18
BLBp_3	ambiguous	1
BLBp_4	full_length	4
BLBp_4	ambiguous	1
BLBp_4	chimeric	1
BLBp_5	full_length	9
BLBp_5	chimeric	4
BLBp_5	ambiguous	1
BLBp_6	full_length	19
BLBp_6	ambiguous	1
BLBp_6	chimeric	1
BLBp_7	chimeric	20
BLBp_7	full_length	16
BLBp_7	ambiguous	1
BLBp_8	chimeric	68
BLBp_8	full_length	43
BLBp_8	ambiguous	6
BLBp_9	full_length	6
BLBp_9	chimeric	1
BLLA_1	full_length	132
BLLA_1	chimeric	34
BLLA_1	ambiguous	13
BLLA_10	full_length	187
BLLA_10	ambiguous	5
BLLA_10	chimeric	2
BLLA_2	full_length	411
BLLA_2	chimeric	39
BLLA_2	ambiguous	31
BLLA_3	full_length	260
BLLA_3	chimeric	64
BLLA_3	ambiguous	43
BLLA_4	full_length	50
BLLA_5	full_length	122
BLLA_5	ambiguous	2
BLLA_5	chimeric	2
BLLA_6	full_length	696
BLLA_6	chimeric	88
BLLA_6	ambiguous	12
BLLA_7	full_length	52
BLLA_7	chimeric	1
BLLA_8	full_length	746
BLLA_8	chimeric	8
BLLA_8	ambiguous	1
BLLA_9	full_length	29
BLLB_1	full_length	6
BLLB_1	ambiguous	1
BLLB_10	chimeric	38
BLLB_10	full_length	21
BLLB_10	ambiguous	1
BLLB_2	chimeric	61
BLLB_2	ambiguous	8
BLLB_2	full_length	2
BLLB_3	ambiguous	37
BLLB_3	chimeric	32
BLLB_3	full_length	9
BLLB_4	full_length	16
BLLB_4	ambiguous	7
BLLB_5	full_length	3
BLLB_6	full_length	4
BLLB_6	ambiguous	3
BLLB_6	chimeric	2
BLLB_7	chimeric	10
BLLB_7	full_length	9
BLLB_8	full_length	7
BLLB_8	chimeric	5
BLLB_8	ambiguous	4
BLLB_9	full_length	14
BLLB_9	chimeric	8
BLLL_1	full_length	36
BLLL_1	ambiguous	9
BLLL_10	full_length	18
BLLL_10	chimeric	8
BLLL_2	full_length	51
BLLL_2	ambiguous	1
BLLL_3	full_length	159
BLLL_3	ambiguous	60
BLLL_3	chimeric	36
BLLL_3	RT_error	1
BLLL_4	chimeric	20
BLLL_4	full_length	15
BLLL_5	cannot_find_barcode	43
BLLL_6	full_length	5
BLLL_7	chimeric	30
BLLL_7	full_length	20
BLLL_8	chimeric	107
BLLL_8	full_length	10
BLLL_9	chimeric	28
BLLL_9	ambiguous	2
BLLS_1	chimeric	8
BLLS_1	full_length	2
BLLS_10	full_length	52
BLLS_10	chimeric	50
BLLS_10	ambiguous	2
BLLS_2	full_length	45
BLLS_2	chimeric	1
BLLS_3	full_length	27
BLLS_3	ambiguous	17
BLLS_3	chimeric	14
BLLS_4	full_length	27
BLLS_5	full_length	53
BLLS_5	chimeric	6
BLLS_5	ambiguous	1
BLLS_6	ambiguous	21
BLLS_6	full_length	8
BLLS_7	chimeric	128
BLLS_7	full_length	5
BLLS_7	ambiguous	1
BLLS_8	full_length	1
BLLS_9	full_length	23
BLLp_1	ambiguous	11
BLLp_1	full_length	4
BLLp_1	chimeric	1
BLLp_10	full_length	5
BLLp_2	chimeric	73
BLLp_2	full_length	62
BLLp_2	ambiguous	6
BLLp_3	full_length	98
BLLp_3	ambiguous	2
BLLp_3	chimeric	2
BLLp_4	full_length	26
BLLp_4	chimeric	19
BLLp_4	ambiguous	8
BLLp_5	full_length	97
BLLp_5	chimeric	93
BLLp_5	ambiguous	1
BLLp_6	full_length	62
BLLp_6	chimeric	9
BLLp_6	ambiguous	2
BLLp_7	chimeric	142
BLLp_7	full_length	38
BLLp_7	ambiguous	1
BLLp_8	full_length	5
BLLp_9	full_length	16
BLSA_1	full_length	55
BLSA_1	ambiguous	10
BLSA_10	full_length	130
BLSA_10	ambiguous	2
BLSA_10	chimeric	1
BLSA_2	full_length	184
BLSA_2	ambiguous	32
BLSA_2	chimeric	14
BLSA_3	full_length	185
BLSA_3	ambiguous	34
BLSA_3	chimeric	6
BLSA_4	full_length	12
BLSA_4	chimeric	1
BLSA_5	full_length	500
BLSA_5	ambiguous	34
BLSA_5	chimeric	6
BLSA_6	full_length	138
BLSA_6	chimeric	90
BLSA_6	ambiguous	7
BLSA_7	ambiguous	36
BLSA_7	chimeric	28
BLSA_7	full_length	20
BLSA_8	full_length	289
BLSA_8	chimeric	45
BLSA_8	ambiguous	20
BLSA_9	full_length	375
BLSA_9	chimeric	341
BLSA_9	ambiguous	17
BLSB_1	full_length	2
BLSB_1	ambiguous	1
BLSB_10	chimeric	73
BLSB_10	full_length	70
BLSB_10	ambiguous	9
BLSB_2	chimeric	239
BLSB_2	full_length	57
BLSB_2	ambiguous	3
BLSB_2	RT_error	1
BLSB_3	full_length	49
BLSB_3	chimeric	48
BLSB_3	ambiguous	1
BLSB_4	full_length	23
BLSB_4	chimeric	4
BLSB_4	ambiguous	1
BLSB_5	chimeric	38
BLSB_5	ambiguous	6
BLSB_5	full_length	6
BLSB_6	full_length	10
BLSB_6	ambiguous	3
BLSB_7	full_length	8
BLSB_7	chimeric	5
BLSB_8	full_length	63
BLSB_8	chimeric	14
BLSB_8	ambiguous	1
BLSB_9	full_length	3
BLSB_9	ambiguous	2
BLSB_9	chimeric	2
BLSL_1	full_length	30
BLSL_1	ambiguous	8
BLSL_1	chimeric	1
BLSL_10	full_length	339
BLSL_10	chimeric	12
BLSL_10	ambiguous	2
BLSL_2	full_length	17
BLSL_3	full_length	80
BLSL_3	ambiguous	22
BLSL_3	chimeric	10
BLSL_4	full_length	120
BLSL_4	ambiguous	2
BLSL_4	chimeric	2
BLSL_5	ambiguous	4
BLSL_5	full_length	4
BLSL_6	ambiguous	19
BLSL_6	full_length	13
BLSL_6	chimeric	10
BLSL_7	full_length	17
BLSL_7	ambiguous	4
BLSL_8	full_length	22
BLSL_8	ambiguous	2
BLSL_9	full_length	46
BLSL_9	ambiguous	4
BLSL_9	chimeric	1
BLSS_1	chimeric	89
BLSS_1	full_length	61
BLSS_10	chimeric	133
BLSS_10	full_length	5
BLSS_2	full_length	66
BLSS_2	ambiguous	4
BLSS_3	full_length	38
BLSS_3	ambiguous	2
BLSS_4	full_length	30
BLSS_4	ambiguous	3
BLSS_5	full_length	88
BLSS_5	chimeric	9
BLSS_5	ambiguous	8
BLSS_6	full_length	116
BLSS_6	chimeric	11
BLSS_6	ambiguous	6
BLSS_7	full_length	16
BLSS_7	ambiguous	3
BLSS_7	chimeric	2
BLSS_8	full_length	15
BLSS_8	chimeric	8
BLSS_8	ambiguous	1
BLSS_9	full_length	31
BLSS_9	chimeric	2
BLSp_1	full_length	5
BLSp_10	chimeric	60
BLSp_10	full_length	30
BLSp_10	ambiguous	2
BLSp_10	RT_error	1
BLSp_2	full_length	16
BLSp_3	full_length	45
BLSp_3	ambiguous	16
BLSp_3	chimeric	1
BLSp_4	full_length	91
BLSp_4	ambiguous	3
BLSp_4	chimeric	2
BLSp_5	full_length	75
BLSp_5	chimeric	9
BLSp_5	ambiguous	7
BLSp_6	full_length	12
BLSp_6	ambiguous	8
BLSp_6	chimeric	1
BLSp_7	full_length	2
BLSp_8	full_length	37
BLSp_8	ambiguous	1
BLSp_8	chimeric	1
BLSp_9	full_length	94
BLSp_9	chimeric	11
BLSp_9	ambiguous	5
BLpA_1	full_length	58
BLpA_1	ambiguous	39
BLpA_1	chimeric	2
BLpA_10	full_length	187
BLpA_10	ambiguous	3
BLpA_10	chimeric	3
BLpA_2	cannot_find_barcode	1085
BLpA_3	full_length	210
BLpA_3	chimeric	32
BLpA_3	ambiguous	8
BLpA_4	full_length	89
BLpA_4	ambiguous	2
BLpA_4	chimeric	1
BLpA_5	full_length	454
BLpA_5	ambiguous	4
BLpA_5	chimeric	4
BLpA_6	ambiguous	36
BLpA_6	full_length	32
BLpA_6	chimeric	19
BLpA_7	full_length	259
BLpA_7	chimeric	18
BLpA_7	ambiguous	2
BLpA_8	full_length	342
BLpA_8	chimeric	117
BLpA_8	ambiguous	3
BLpA_9	full_length	167
BLpA_9	ambiguous	11
BLpA_9	chimeric	1
BLpB_1	chimeric	4
BLpB_1	full_length	3
BLpB_1	ambiguous	2
BLpB_10	full_length	112
BLpB_10	chimeric	8
BLpB_10	ambiguous	6
BLpB_2	full_length	131
BLpB_2	ambiguous	5
BLpB_2	chimeric	3
BLpB_3	ambiguous	25
BLpB_3	full_length	13
BLpB_3	chimeric	3
BLpB_4	full_length	11
BLpB_4	ambiguous	7
BLpB_4	chimeric	1
BLpB_5	chimeric	93
BLpB_5	full_length	76
BLpB_5	ambiguous	2
BLpB_6	full_length	7
BLpB_7	full_length	9
BLpB_7	chimeric	8
BLpB_8	full_length	9
BLpB_8	ambiguous	2
BLpB_8	chimeric	1
BLpB_9	full_length	26
BLpB_9	ambiguous	22
BLpB_9	chimeric	10
BLpL_1	full_length	52
BLpL_10	ambiguous	27
BLpL_10	chimeric	7
BLpL_10	full_length	5
BLpL_2	chimeric	21
BLpL_2	full_length	19
BLpL_3	full_length	40
BLpL_3	ambiguous	19
BLpL_3	chimeric	18
BLpL_4	full_length	1
BLpL_5	full_length	29
BLpL_5	ambiguous	6
BLpL_6	chimeric	282
BLpL_6	full_length	118
BLpL_6	ambiguous	3
BLpL_7	full_length	5
BLpL_7	ambiguous	1
BLpL_8	chimeric	21
BLpL_8	full_length	9
BLpL_8	ambiguous	2
BLpL_9	cannot_find_barcode	29
BLpS_1	full_length	11
BLpS_1	chimeric	1
BLpS_10	full_length	48
BLpS_10	ambiguous	10
BLpS_10	chimeric	2
BLpS_2	chimeric	156
BLpS_2	ambiguous	2
BLpS_3	full_length	58
BLpS_3	ambiguous	1
BLpS_3	chimeric	1
BLpS_4	full_length	42
BLpS_4	ambiguous	1
BLpS_5	full_length	55
BLpS_5	ambiguous	2
BLpS_6	full_length	69
BLpS_6	ambiguous	5
BLpS_6	chimeric	1
BLpS_8	full_length	62
BLpS_8	chimeric	16
BLpS_8	ambiguous	8
BLpS_9	full_length	55
BLpS_9	chimeric	10
BLpS_9	ambiguous	6
BLpp_1	full_length	19
BLpp_1	chimeric	8
BLpp_10	chimeric	52
BLpp_10	full_length	31
BLpp_10	ambiguous	2
BLpp_2	cannot_find_barcode	129
BLpp_3	chimeric	85
BLpp_3	full_length	78
BLpp_3	ambiguous	4
BLpp_4	full_length	37
BLpp_4	chimeric	8
BLpp_5	full_length	16
BLpp_5	ambiguous	14
BLpp_5	chimeric	1
BLpp_6	full_length	89
BLpp_6	chimeric	20
BLpp_6	ambiguous	2
BLpp_7	full_length	27
BLpp_7	ambiguous	10
BLpp_8	full_length	47
BLpp_8	chimeric	10
BLpp_8	ambiguous	2
BLpp_9	full_length	121
BLpp_9	chimeric	75
BLpp_9	ambiguous	8
BSAA_1	full_length	402
BSAA_1	chimeric	95
BSAA_1	ambiguous	46
BSAA_10	full_length	1458
BSAA_10	ambiguous	38
BSAA_10	chimeric	10
BSAA_2	full_length	270
BSAA_2	ambiguous	12
BSAA_2	chimeric	2
BSAA_3	full_length	2659
BSAA_3	chimeric	218
BSAA_3	ambiguous	19
BSAA_4	full_length	301
BSAA_4	chimeric	41
BSAA_4	ambiguous	7
BSAA_5	full_length	449
BSAA_5	chimeric	3
BSAA_5	ambiguous	2
BSAA_6	full_length	118
BSAA_6	ambiguous	37
BSAA_7	full_length	127
BSAA_7	chimeric	3
BSAA_8	full_length	2151
BSAA_8	chimeric	222
BSAA_8	ambiguous	83
BSAA_9	full_length	889
BSAA_9	ambiguous	22
BSAA_9	chimeric	11
BSAB_1	full_length	12
BSAB_1	chimeric	1
BSAB_10	full_length	45
BSAB_10	ambiguous	1
BSAB_10	chimeric	1
BSAB_2	full_length	844
BSAB_2	ambiguous	58
BSAB_2	chimeric	35
BSAB_2	RT_error	1
BSAB_3	full_length	286
BSAB_3	chimeric	15
BSAB_3	ambiguous	11
BSAB_4	full_length	115
BSAB_4	ambiguous	13
BSAB_4	chimeric	3
BSAB_5	full_length	1055
BSAB_5	chimeric	39
BSAB_5	ambiguous	17
BSAB_6	cannot_find_barcode	617
BSAB_6	full_length	349
BSAB_6	chimeric	35
BSAB_6	ambiguous	17
BSAB_7	chimeric	9
BSAB_7	full_length	3
BSAB_8	full_length	213
BSAB_8	ambiguous	31
BSAB_8	chimeric	9
BSAB_9	full_length	182
BSAB_9	chimeric	37
BSAB_9	ambiguous	16
BSAL_1	full_length	668
BSAL_1	ambiguous	40
BSAL_1	chimeric	19
BSAL_10	ambiguous	62
BSAL_10	full_length	7
BSAL_2	full_length	129
BSAL_2	chimeric	2
BSAL_2	ambiguous	1
BSAL_3	full_length	267
BSAL_3	chimeric	63
BSAL_3	ambiguous	1
BSAL_4	full_length	277
BSAL_4	ambiguous	44
BSAL_4	chimeric	33
BSAL_5	full_length	321
BSAL_5	chimeric	90
BSAL_5	ambiguous	33
BSAL_6	full_length	369
BSAL_6	ambiguous	4
BSAL_6	chimeric	4
BSAL_7	full_length	170
BSAL_7	chimeric	64
BSAL_8	full_length	410
BSAL_8	ambiguous	36
BSAL_8	chimeric	28
BSAL_9	full_length	302
BSAL_9	ambiguous	2
BSAS_1	full_length	47
BSAS_1	ambiguous	7
BSAS_10	full_length	376
BSAS_10	chimeric	10
BSAS_10	ambiguous	5
BSAS_2	full_length	245
BSAS_2	chimeric	4
BSAS_2	ambiguous	1
BSAS_3	full_length	176
BSAS_3	ambiguous	42
BSAS_3	chimeric	8
BSAS_4	full_length	33
BSAS_4	chimeric	2
BSAS_5	ambiguous	8
BSAS_5	full_length	3
BSAS_6	full_length	696
BSAS_6	chimeric	75
BSAS_6	ambiguous	28
BSAS_7	full_length	64
BSAS_7	ambiguous	1
BSAS_8	full_length	621
BSAS_8	chimeric	49
BSAS_8	ambiguous	24
BSAS_9	chimeric	49
BSAS_9	full_length	27
BSAS_9	ambiguous	1
BSAp_1	full_length	159
BSAp_1	chimeric	61
BSAp_1	ambiguous	1
BSAp_10	full_length	739
BSAp_10	chimeric	93
BSAp_10	ambiguous	12
BSAp_3	full_length	171
BSAp_3	chimeric	4
BSAp_4	chimeric	92
BSAp_4	ambiguous	59
BSAp_4	full_length	39
BSAp_5	full_length	204
BSAp_5	ambiguous	12
BSAp_5	chimeric	4
BSAp_6	full_length	108
BSAp_6	ambiguous	22
BSAp_6	chimeric	7
BSAp_7	full_length	27
BSAp_7	ambiguous	20
BSAp_7	chimeric	20
BSAp_8	full_length	105
BSAp_8	chimeric	25
BSAp_8	ambiguous	16
BSAp_9	full_length	94
BSAp_9	ambiguous	33
BSBA_1	full_length	332
BSBA_1	ambiguous	19
BSBA_1	chimeric	7
BSBA_10	full_length	115
BSBA_10	ambiguous	48
BSBA_10	chimeric	17
BSBA_2	ambiguous	46
BSBA_2	full_length	40
BSBA_2	chimeric	3
BSBA_3	full_length	119
BSBA_3	ambiguous	14
BSBA_3	chimeric	1
