reporter	class	count
LABp_5	chimeric	3
LABp_6	cannot_find_barcode	512
LABp_7	full_length	158
LABp_7	chimeric	115
LABp_7	ambiguous	27
LABp_8	full_length	664
LABp_8	chimeric	32
LABp_8	ambiguous	29
LABp_9	full_length	310
LABp_9	ambiguous	19
LABp_9	chimeric	17
LALA_1	full_length	541
LALA_1	chimeric	114
LALA_1	ambiguous	3
LALA_10	full_length	623
LALA_10	chimeric	11
LALA_2	full_length	89
LALA_2	chimeric	2
LALA_3	full_length	331
LALA_3	ambiguous	3
LALA_3	chimeric	3
LALA_4	full_length	717
LALA_4	chimeric	241
LALA_4	ambiguous	32
LALA_5	full_length	313
LALA_5	chimeric	3
LALA_5	ambiguous	1
LALA_6	full_length	102
LALA_6	chimeric	55
LALA_6	ambiguous	36
LALA_7	full_length	1865
LALA_7	chimeric	73
LALA_7	ambiguous	17
LALA_8	full_length	397
LALA_8	chimeric	9
LALA_9	full_length	168
LALA_9	chimeric	59
LALA_9	ambiguous	4
LALB_1	full_length	631
LALB_1	chimeric	21
LALB_1	ambiguous	8
LALB_10	full_length	437
LALB_10	ambiguous	18
LALB_10	chimeric	9
LALB_2	full_length	29
LALB_3	full_length	144
LALB_3	ambiguous	24
LALB_3	chimeric	22
LALB_4	full_length	101
LALB_4	ambiguous	29
LALB_4	chimeric	1
LALB_5	full_length	1337
LALB_5	chimeric	186
LALB_5	ambiguous	7
LALB_6	full_length	576
LALB_6	chimeric	109
LALB_6	ambiguous	5
LALB_6	RT_error	2
LALB_7	full_length	10
LALB_8	full_length	272
LALB_8	chimeric	10
LALB_8	ambiguous	4
LALB_8	RT_error	1
LALB_9	full_length	406
LALB_9	ambiguous	10
LALB_9	chimeric	1
LALL_1	full_length	141
LALL_1	ambiguous	9
LALL_10	full_length	283
LALL_10	chimeric	42
LALL_10	ambiguous	26
LALL_2	full_length	88
LALL_2	chimeric	6
LALL_2	ambiguous	1
LALL_3	full_length	232
LALL_3	ambiguous	1
LALL_4	full_length	335
LALL_4	chimeric	58
LALL_5	full_length	345
LALL_5	ambiguous	1
LALL_6	full_length	105
LALL_7	full_length	42
LALL_8	full_length	34
LALL_8	chimeric	3
LALL_9	full_length	147
LALL_9	ambiguous	16
LALL_9	chimeric	10
LALS_1	full_length	573
LALS_1	chimeric	13
LALS_1	ambiguous	9
LALS_10	full_length	337
LALS_10	ambiguous	100
LALS_10	chimeric	2
LALS_2	ambiguous	1783
LALS_2	full_length	170
LALS_2	chimeric	57
LALS_3	full_length	795
LALS_3	chimeric	3
LALS_3	ambiguous	2
LALS_4	full_length	522
LALS_4	chimeric	39
LALS_4	ambiguous	4
LALS_5	ambiguous	221
LALS_5	full_length	62
LALS_5	chimeric	26
LALS_6	full_length	384
LALS_6	ambiguous	7
LALS_7	full_length	365
LALS_7	ambiguous	1
LALS_8	full_length	513
LALS_8	chimeric	10
LALS_8	ambiguous	5
LALS_9	full_length	294
LALS_9	chimeric	15
LALp_1	full_length	308
LALp_1	ambiguous	26
LALp_1	chimeric	23
LALp_10	full_length	321
LALp_10	chimeric	9
LALp_10	ambiguous	7
LALp_2	full_length	953
LALp_2	chimeric	14
LALp_2	ambiguous	9
LALp_3	full_length	546
LALp_3	chimeric	28
LALp_4	full_length	79
LALp_4	chimeric	16
LALp_5	full_length	287
LALp_5	chimeric	19
LALp_5	ambiguous	13
LALp_6	full_length	80
LALp_6	chimeric	5
LALp_7	full_length	691
LALp_7	chimeric	9
LALp_7	ambiguous	6
LALp_8	full_length	154
LALp_8	chimeric	19
LALp_8	ambiguous	1
LALp_9	full_length	254
LALp_9	ambiguous	21
LALp_9	chimeric	2
LASA_10	full_length	403
LASA_10	ambiguous	1
LASA_2	full_length	603
LASA_2	chimeric	2
LASA_2	ambiguous	1
LASA_3	full_length	1951
LASA_3	ambiguous	36
LASA_3	chimeric	11
LASA_4	full_length	628
LASA_4	chimeric	61
LASA_5	full_length	408
LASA_5	ambiguous	49
LASA_5	chimeric	8
LASA_6	full_length	850
LASA_6	ambiguous	146
LASA_6	chimeric	7
LASA_7	full_length	4005
LASA_7	ambiguous	33
LASA_7	chimeric	5
LASA_8	full_length	893
LASA_8	ambiguous	12
LASA_8	chimeric	12
LASA_9	full_length	645
LASA_9	ambiguous	66
LASA_9	chimeric	6
LASB_1	full_length	202
LASB_1	ambiguous	11
LASB_1	chimeric	8
LASB_10	full_length	165
LASB_2	full_length	170
LASB_2	chimeric	3
LASB_3	full_length	301
LASB_3	ambiguous	5
LASB_3	chimeric	2
LASB_4	full_length	376
LASB_4	chimeric	10
LASB_5	full_length	358
LASB_5	ambiguous	17
LASB_5	chimeric	7
LASB_6	full_length	831
LASB_6	chimeric	5
LASB_7	full_length	119
LASB_8	full_length	111
LASB_8	chimeric	12
LASB_8	ambiguous	10
LASB_9	full_length	261
LASB_9	ambiguous	3
LASB_9	chimeric	1
LASL_1	full_length	704
LASL_1	chimeric	58
LASL_1	ambiguous	29
LASL_10	full_length	89
LASL_10	ambiguous	40
LASL_10	chimeric	12
LASL_10	RT_error	8
LASL_2	full_length	289
LASL_2	chimeric	26
LASL_2	ambiguous	14
LASL_3	full_length	17
LASL_4	full_length	1232
LASL_4	chimeric	168
LASL_4	ambiguous	12
LASL_5	full_length	56
LASL_5	ambiguous	42
LASL_6	full_length	325
LASL_6	ambiguous	4
LASL_6	chimeric	2
LASL_7	full_length	393
LASL_7	chimeric	45
LASL_7	ambiguous	1
LASL_8	full_length	68
LASL_8	ambiguous	3
LASL_9	full_length	825
LASL_9	ambiguous	21
LASL_9	chimeric	3
LASS_1	full_length	737
LASS_1	chimeric	66
LASS_10	full_length	255
LASS_10	chimeric	42
LASS_2	full_length	1003
LASS_2	ambiguous	14
LASS_2	chimeric	4
LASS_3	full_length	168
LASS_3	ambiguous	50
LASS_3	chimeric	23
LASS_4	full_length	954
LASS_4	chimeric	100
LASS_4	ambiguous	3
LASS_5	full_length	178
LASS_5	ambiguous	66
LASS_5	chimeric	55
LASS_5	RT_error	4
LASS_6	full_length	409
LASS_6	chimeric	2
LASS_7	full_length	693
LASS_7	ambiguous	20
LASS_7	chimeric	6
LASS_8	full_length	85
LASS_8	chimeric	5
LASS_9	full_length	1052
LASS_9	ambiguous	117
LASS_9	chimeric	12
LASp_1	full_length	234
LASp_1	ambiguous	52
LASp_1	chimeric	33
LASp_10	full_length	659
LASp_10	chimeric	135
LASp_10	ambiguous	2
LASp_2	full_length	904
LASp_2	chimeric	315
LASp_2	ambiguous	9
LASp_3	full_length	602
LASp_3	chimeric	64
LASp_3	ambiguous	1
LASp_4	full_length	1208
LASp_4	chimeric	171
LASp_4	ambiguous	18
LASp_5	full_length	791
LASp_5	cannot_find_barcode	39
LASp_5	ambiguous	22
LASp_5	chimeric	8
LASp_6	full_length	33
LASp_6	ambiguous	1
LASp_6	chimeric	1
LASp_7	full_length	272
LASp_7	ambiguous	35
LASp_7	chimeric	1
LASp_8	full_length	565
LASp_8	chimeric	61
LASp_8	ambiguous	3
LASp_9	full_length	243
LASp_9	ambiguous	24
LASp_9	chimeric	6
LApA_1	full_length	293
LApA_1	chimeric	107
LApA_10	full_length	268
LApA_10	chimeric	22
LApA_10	ambiguous	2
LApA_2	full_length	1187
LApA_2	chimeric	64
LApA_2	ambiguous	20
LApA_3	full_length	3389
LApA_3	chimeric	36
LApA_3	ambiguous	7
LApA_4	full_length	1208
LApA_4	ambiguous	17
LApA_4	chimeric	1
LApA_5	full_length	130
LApA_5	ambiguous	24
LApA_6	full_length	1093
LApA_6	ambiguous	182
LApA_6	chimeric	7
LApA_7	full_length	82
LApA_8	full_length	344
LApA_8	ambiguous	2
LApA_9	full_length	63
LApB_1	full_length	107
LApB_1	ambiguous	11
LApB_10	ambiguous	2100
LApB_10	full_length	95
LApB_10	chimeric	33
LApB_2	full_length	136
LApB_2	chimeric	1
LApB_3	full_length	283
LApB_3	chimeric	136
LApB_3	ambiguous	26
LApB_4	full_length	315
LApB_4	chimeric	52
LApB_5	full_length	1310
LApB_5	chimeric	68
LApB_5	ambiguous	19
LApB_6	full_length	372
LApB_6	chimeric	104
LApB_6	ambiguous	1
LApB_7	full_length	67
LApB_7	chimeric	5
LApB_9	full_length	792
LApB_9	chimeric	46
LApB_9	ambiguous	1
LApL_1	full_length	30
LApL_10	full_length	197
LApL_10	ambiguous	56
LApL_10	chimeric	33
LApL_2	full_length	570
LApL_2	chimeric	76
LApL_2	ambiguous	4
LApL_2	RT_error	1
LApL_3	chimeric	59
LApL_3	full_length	47
LApL_4	full_length	277
LApL_4	chimeric	59
LApL_4	ambiguous	2
LApL_5	full_length	396
LApL_5	chimeric	7
LApL_5	ambiguous	1
LApL_6	cannot_find_barcode	391
LApL_7	full_length	440
LApL_7	chimeric	324
LApL_7	ambiguous	39
LApL_8	full_length	47
LApL_8	chimeric	31
LApL_9	full_length	714
LApL_9	chimeric	222
LApL_9	ambiguous	33
LApS_1	full_length	68
LApS_1	ambiguous	11
LApS_1	chimeric	3
LApS_10	full_length	70
LApS_10	chimeric	8
LApS_10	ambiguous	6
LApS_2	full_length	81
LApS_3	full_length	535
LApS_3	chimeric	42
LApS_4	full_length	132
LApS_4	ambiguous	2
LApS_4	chimeric	2
LApS_5	full_length	821
LApS_5	chimeric	190
LApS_5	ambiguous	33
LApS_6	full_length	404
LApS_6	chimeric	41
LApS_6	ambiguous	24
LApS_7	full_length	400
LApS_7	ambiguous	22
LApS_7	chimeric	6
LApS_8	full_length	436
LApS_8	ambiguous	6
LApS_8	chimeric	4
LApS_9	full_length	316
LApS_9	ambiguous	61
LApS_9	chimeric	1
LApp_1	full_length	16
LApp_1	chimeric	3
LApp_10	full_length	180
LApp_10	ambiguous	24
LApp_10	chimeric	3
LApp_2	full_length	281
LApp_2	chimeric	11
LApp_2	ambiguous	1
LApp_3	full_length	513
LApp_3	chimeric	42
LApp_4	full_length	133
LApp_4	chimeric	8
LApp_4	ambiguous	1
LApp_5	full_length	648
LApp_5	ambiguous	490
LApp_5	chimeric	27
LApp_6	full_length	322
LApp_6	ambiguous	1
LApp_7	full_length	69
LApp_7	chimeric	4
LApp_7	ambiguous	2
LApp_8	full_length	280
LApp_8	ambiguous	41
LApp_9	full_length	687
LApp_9	chimeric	44
LApp_9	ambiguous	37
LBAA_1	full_length	1277
LBAA_1	chimeric	32
LBAA_1	ambiguous	5
LBAA_10	full_length	1052
LBAA_10	chimeric	160
LBAA_2	full_length	559
LBAA_2	ambiguous	25
LBAA_2	chimeric	1
LBAA_3	full_length	336
LBAA_3	ambiguous	4
LBAA_3	chimeric	1
LBAA_4	full_length	201
LBAA_4	ambiguous	56
LBAA_5	full_length	1075
LBAA_5	ambiguous	205
LBAA_5	chimeric	12
LBAA_6	full_length	465
LBAA_6	ambiguous	47
LBAA_6	chimeric	2
LBAA_7	full_length	713
LBAA_7	ambiguous	48
LBAA_7	chimeric	6
LBAA_8	full_length	520
LBAA_8	cannot_find_barcode	52
LBAA_8	ambiguous	4
LBAA_8	chimeric	3
LBAA_9	full_length	1339
LBAA_9	chimeric	5
LBAA_9	ambiguous	3
LBAB_10	full_length	566
LBAB_10	chimeric	80
LBAB_10	ambiguous	12
LBAB_2	chimeric	348
LBAB_2	full_length	312
LBAB_2	ambiguous	5
LBAB_3	full_length	174
LBAB_3	chimeric	68
LBAB_3	ambiguous	30
LBAB_4	full_length	453
LBAB_4	ambiguous	46
LBAB_4	chimeric	15
LBAB_5	ambiguous	172
LBAB_5	full_length	166
LBAB_5	chimeric	6
LBAB_6	full_length	526
LBAB_6	chimeric	34
LBAB_6	ambiguous	7
LBAB_7	full_length	349
LBAB_7	chimeric	13
LBAB_7	ambiguous	6
LBAB_8	full_length	279
LBAB_8	ambiguous	25
LBAB_8	chimeric	20
LBAB_9	full_length	175
LBAB_9	chimeric	17
LBAB_9	ambiguous	7
LBAL_1	full_length	381
LBAL_1	ambiguous	25
LBAL_1	chimeric	12
LBAL_1	RT_error	1
LBAL_10	full_length	110
LBAL_10	chimeric	28
LBAL_10	ambiguous	1
LBAL_2	full_length	311
LBAL_2	ambiguous	2
LBAL_2	chimeric	1
LBAL_3	full_length	46
LBAL_4	full_length	227
LBAL_4	ambiguous	99
LBAL_4	chimeric	4
LBAL_4	RT_error	1
LBAL_5	full_length	232
LBAL_5	chimeric	35
LBAL_6	full_length	391
LBAL_6	ambiguous	141
LBAL_6	chimeric	4
LBAL_7	full_length	169
LBAL_7	ambiguous	16
LBAL_7	chimeric	2
LBAL_8	full_length	19
LBAL_9	full_length	324
LBAL_9	ambiguous	18
LBAL_9	chimeric	2
LBAS_1	full_length	285
LBAS_1	chimeric	5
LBAS_10	full_length	155
LBAS_10	ambiguous	2
LBAS_2	full_length	85
LBAS_2	ambiguous	25
LBAS_3	full_length	140
LBAS_3	ambiguous	18
LBAS_4	full_length	23
LBAS_4	ambiguous	8
LBAS_4	chimeric	6
LBAS_5	full_length	205
LBAS_6	full_length	152
LBAS_6	chimeric	5
LBAS_6	ambiguous	1
LBAS_7	full_length	113
LBAS_7	chimeric	74
LBAS_7	ambiguous	2
LBAS_8	full_length	48
LBAS_8	ambiguous	1
LBAS_9	full_length	112
LBAS_9	chimeric	1
LBAp_1	full_length	709
LBAp_1	chimeric	69
LBAp_1	ambiguous	23
LBAp_10	full_length	98
LBAp_10	chimeric	59
LBAp_10	ambiguous	16
LBAp_2	full_length	104
LBAp_2	ambiguous	11
LBAp_3	full_length	118
LBAp_3	ambiguous	1
LBAp_3	chimeric	1
LBAp_4	full_length	173
LBAp_4	chimeric	30
LBAp_4	ambiguous	1
LBAp_5	cannot_find_barcode	163
LBAp_6	full_length	73
LBAp_6	ambiguous	37
LBAp_6	chimeric	6
LBAp_7	full_length	458
LBAp_7	ambiguous	27
LBAp_7	chimeric	3
LBAp_8	full_length	32
LBAp_8	ambiguous	3
LBAp_9	full_length	92
LBAp_9	ambiguous	45
LBAp_9	chimeric	34
LBBA_1	full_length	521
LBBA_1	chimeric	292
LBBA_1	ambiguous	6
LBBA_10	full_length	749
LBBA_10	chimeric	83
LBBA_10	ambiguous	14
LBBA_2	full_length	116
LBBA_3	full_length	474
LBBA_3	chimeric	75
LBBA_3	ambiguous	16
LBBA_4	full_length	35
LBBA_4	ambiguous	23
LBBA_4	chimeric	1
LBBA_5	full_length	464
LBBA_5	chimeric	88
LBBA_5	ambiguous	2
LBBA_6	ambiguous	51
LBBA_6	full_length	38
LBBA_6	chimeric	1
LBBA_7	full_length	382
LBBA_7	ambiguous	6
LBBA_7	chimeric	1
LBBA_8	full_length	137
LBBA_8	ambiguous	53
LBBA_9	full_length	300
LBBA_9	chimeric	145
LBBA_9	ambiguous	28
LBBB_1	full_length	12
LBBB_1	ambiguous	5
LBBB_1	chimeric	2
LBBB_10	chimeric	99
LBBB_10	full_length	27
LBBB_10	ambiguous	8
LBBB_2	chimeric	89
LBBB_2	ambiguous	52
LBBB_2	full_length	25
LBBB_3	full_length	34
LBBB_3	ambiguous	1
LBBB_4	full_length	43
LBBB_4	ambiguous	1
LBBB_4	chimeric	1
LBBB_5	full_length	34
LBBB_5	chimeric	22
LBBB_5	ambiguous	12
LBBB_5	RT_error	1
LBBB_6	full_length	9
LBBB_6	chimeric	2
LBBB_6	ambiguous	1
LBBB_7	chimeric	128
LBBB_7	full_length	23
LBBB_7	ambiguous	4
LBBB_8	full_length	8
LBBB_9	full_length	103
LBBB_9	chimeric	6
LBBB_9	ambiguous	3
LBBL_1	full_length	28
LBBL_1	chimeric	6
LBBL_1	ambiguous	2
LBBL_10	chimeric	6
LBBL_10	full_length	4
LBBL_2	chimeric	93
LBBL_2	full_length	10
LBBL_2	ambiguous	3
LBBL_3	full_length	31
LBBL_3	ambiguous	1
LBBL_4	ambiguous	40
LBBL_4	full_length	8
LBBL_4	chimeric	2
LBBL_5	full_length	4
LBBL_6	full_length	5
LBBL_7	full_length	13
LBBL_7	chimeric	6
LBBL_7	ambiguous	2
LBBL_8	chimeric	546
LBBL_8	full_length	67
LBBL_8	ambiguous	7
LBBL_9	full_length	15
LBBL_9	ambiguous	2
LBBL_9	chimeric	2
LBBS_1	full_length	88
LBBS_1	chimeric	12
LBBS_1	ambiguous	10
LBBS_10	full_length	45
LBBS_10	chimeric	3
LBBS_10	ambiguous	1
LBBS_2	full_length	13
LBBS_2	chimeric	3
LBBS_3	chimeric	100
LBBS_3	full_length	95
LBBS_3	ambiguous	4
LBBS_4	ambiguous	19
LBBS_4	full_length	4
LBBS_4	chimeric	2
LBBS_5	full_length	144
LBBS_5	chimeric	43
LBBS_5	ambiguous	3
LBBS_6	full_length	82
LBBS_6	chimeric	50
LBBS_6	ambiguous	20
LBBS_7	full_length	52
LBBS_7	ambiguous	33
LBBS_7	chimeric	8
LBBS_8	full_length	7
LBBS_9	cannot_find_barcode	524
LBBp_1	full_length	22
LBBp_10	full_length	23
LBBp_2	full_length	8
LBBp_3	ambiguous	15
LBBp_3	full_length	14
LBBp_4	full_length	13
LBBp_4	chimeric	12
LBBp_4	ambiguous	1
LBBp_5	full_length	77
LBBp_5	chimeric	8
LBBp_5	ambiguous	3
LBBp_6	full_length	115
LBBp_6	chimeric	102
LBBp_6	ambiguous	4
LBBp_7	full_length	72
LBBp_7	ambiguous	15
LBBp_7	chimeric	6
LBBp_8	chimeric	47
LBBp_8	full_length	3
LBBp_9	full_length	83
LBBp_9	ambiguous	23
LBBp_9	chimeric	1
LBLA_1	full_length	27
LBLA_10	full_length	470
LBLA_10	chimeric	92
LBLA_10	ambiguous	2
LBLA_2	full_length	138
LBLA_2	ambiguous	1
LBLA_3	full_length	712
LBLA_3	chimeric	151
LBLA_3	ambiguous	8
LBLA_4	chimeric	141
LBLA_4	full_length	96
LBLA_5	full_length	140
LBLA_5	chimeric	34
LBLA_5	ambiguous	13
LBLA_6	full_length	362
LBLA_6	chimeric	10
LBLA_6	ambiguous	1
LBLA_7	full_length	263
LBLA_7	ambiguous	2
LBLA_8	full_length	493
LBLA_8	ambiguous	34
LBLA_8	chimeric	10
LBLA_9	full_length	171
LBLA_9	chimeric	1
LBLB_1	full_length	36
LBLB_1	ambiguous	4
LBLB_1	chimeric	1
LBLB_10	full_length	29
LBLB_10	ambiguous	5
LBLB_10	chimeric	4
LBLB_2	full_length	9
LBLB_2	chimeric	3
LBLB_2	ambiguous	2
LBLB_3	full_length	10
LBLB_3	chimeric	1
LBLB_4	chimeric	118
LBLB_4	full_length	31
LBLB_4	ambiguous	7
LBLB_5	full_length	32
LBLB_5	chimeric	2
LBLB_5	ambiguous	1
LBLB_6	ambiguous	56
LBLB_6	full_length	39
LBLB_6	chimeric	16
LBLB_7	chimeric	115
LBLB_7	full_length	52
LBLB_7	ambiguous	22
LBLB_8	full_length	38
LBLB_8	chimeric	9
LBLB_8	ambiguous	3
LBLB_9	full_length	53
LBLB_9	ambiguous	6
LBLL_1	full_length	60
LBLL_1	ambiguous	45
LBLL_1	chimeric	7
LBLL_10	chimeric	82
LBLL_10	full_length	29
LBLL_10	ambiguous	18
LBLL_2	chimeric	14
LBLL_2	full_length	13
LBLL_2	ambiguous	9
LBLL_3	full_length	30
LBLL_3	ambiguous	3
LBLL_3	chimeric	1
LBLL_4	full_length	18
LBLL_5	full_length	41
LBLL_5	ambiguous	1
LBLL_5	chimeric	1
LBLL_6	chimeric	38
LBLL_6	full_length	27
LBLL_6	ambiguous	1
LBLL_7	chimeric	27
LBLL_7	full_length	18
LBLL_7	ambiguous	2
LBLL_8	ambiguous	3
LBLL_8	chimeric	3
LBLL_9	chimeric	119
LBLL_9	full_length	91
LBLL_9	ambiguous	6
LBLS_1	full_length	95
LBLS_1	ambiguous	11
LBLS_1	chimeric	1
LBLS_10	full_length	55
LBLS_10	ambiguous	16
LBLS_10	chimeric	4
LBLS_2	full_length	19
LBLS_2	ambiguous	6
LBLS_3	full_length	128
LBLS_3	chimeric	23
LBLS_3	ambiguous	12
LBLS_4	full_length	19
LBLS_4	chimeric	2
LBLS_4	ambiguous	1
LBLS_5	full_length	117
LBLS_5	chimeric	71
LBLS_5	ambiguous	2
LBLS_6	chimeric	55
LBLS_6	full_length	23
LBLS_6	ambiguous	1
LBLS_7	cannot_find_barcode	175
LBLS_8	full_length	57
LBLS_8	ambiguous	5
LBLS_9	full_length	56
LBLS_9	chimeric	16
LBLS_9	ambiguous	13
LBLp_1	full_length	58
LBLp_1	chimeric	1
LBLp_10	full_length	79
LBLp_10	ambiguous	3
LBLp_2	full_length	1
LBLp_3	full_length	33
LBLp_3	chimeric	2
LBLp_3	ambiguous	1
LBLp_4	full_length	21
LBLp_4	ambiguous	13
LBLp_5	full_length	92
LBLp_5	ambiguous	2
LBLp_5	chimeric	2
LBLp_6	chimeric	133
LBLp_6	ambiguous	101
LBLp_6	full_length	41
LBLp_7	full_length	19
LBLp_7	ambiguous	1
LBLp_8	full_length	172
LBLp_8	ambiguous	31
LBLp_9	chimeric	161
LBLp_9	full_length	136
LBLp_9	ambiguous	2
LBSA_1	full_length	371
LBSA_1	ambiguous	1
LBSA_10	full_length	295
LBSA_10	chimeric	3
LBSA_10	ambiguous	1
LBSA_2	full_length	253
LBSA_2	chimeric	22
LBSA_2	ambiguous	4
LBSA_3	full_length	648
LBSA_3	ambiguous	69
LBSA_3	chimeric	8
LBSA_4	full_length	1994
LBSA_4	chimeric	14
LBSA_4	ambiguous	8
LBSA_5	full_length	259
LBSA_5	ambiguous	33
LBSA_5	chimeric	21
LBSA_6	full_length	393
LBSA_6	chimeric	30
LBSA_6	ambiguous	15
LBSA_7	full_length	896
LBSA_7	chimeric	6
LBSA_7	ambiguous	1
LBSA_8	ambiguous	1954
LBSA_8	full_length	215
LBSA_8	chimeric	6
LBSA_9	full_length	448
LBSA_9	chimeric	226
LBSA_9	ambiguous	3
LBSB_1	ambiguous	1
LBSB_10	full_length	81
LBSB_10	chimeric	1
LBSB_2	ambiguous	27
LBSB_2	full_length	10
LBSB_3	chimeric	19
LBSB_3	full_length	8
LBSB_4	full_length	72
LBSB_4	chimeric	3
LBSB_4	ambiguous	2
LBSB_5	full_length	66
LBSB_5	ambiguous	2
LBSB_5	chimeric	1
LBSB_6	full_length	152
LBSB_6	chimeric	57
LBSB_7	full_length	98
LBSB_7	chimeric	46
LBSB_7	RT_error	2
LBSB_7	ambiguous	2
LBSB_8	full_length	90
LBSB_8	ambiguous	12
LBSB_8	chimeric	9
LBSB_9	full_length	39
LBSB_9	chimeric	1
LBSL_1	full_length	25
LBSL_1	ambiguous	1
LBSL_10	full_length	130
LBSL_10	chimeric	121
LBSL_10	ambiguous	4
LBSL_2	full_length	103
LBSL_2	chimeric	26
LBSL_2	ambiguous	1
LBSL_3	full_length	78
LBSL_3	ambiguous	1
LBSL_4	full_length	60
LBSL_4	chimeric	52
LBSL_4	ambiguous	7
LBSL_5	full_length	31
LBSL_5	chimeric	13
LBSL_5	ambiguous	1
LBSL_6	full_length	46
LBSL_6	ambiguous	8
LBSL_7	full_length	137
LBSL_7	ambiguous	110
LBSL_7	chimeric	1
LBSL_8	chimeric	173
LBSL_8	full_length	31
LBSL_8	ambiguous	16
LBSL_9	full_length	36
LBSL_9	ambiguous	32
LBSL_9	chimeric	1
LBSS_1	full_length	284
LBSS_1	chimeric	25
LBSS_1	ambiguous	12
LBSS_10	full_length	203
LBSS_10	chimeric	11
LBSS_10	ambiguous	5
LBSS_2	full_length	36
LBSS_2	ambiguous	2
LBSS_3	chimeric	43
LBSS_3	full_length	15
LBSS_4	full_length	99
LBSS_4	chimeric	4
LBSS_5	full_length	19
LBSS_5	ambiguous	1
LBSS_6	full_length	24
LBSS_7	full_length	241
LBSS_7	chimeric	48
LBSS_7	ambiguous	1
LBSS_8	chimeric	318
LBSS_8	full_length	187
LBSS_8	ambiguous	5
LBSS_9	full_length	49
LBSS_9	ambiguous	27
LBSp_1	full_length	51
LBSp_1	chimeric	6
LBSp_1	ambiguous	1
LBSp_10	full_length	32
LBSp_2	full_length	4
LBSp_2	chimeric	3
LBSp_3	full_length	97
LBSp_3	chimeric	82
LBSp_3	ambiguous	2
LBSp_4	full_length	43
LBSp_4	chimeric	2
LBSp_5	full_length	69
LBSp_5	chimeric	32
LBSp_5	ambiguous	19
LBSp_6	full_length	32
LBSp_6	chimeric	21
LBSp_6	ambiguous	11
LBSp_7	full_length	128
LBSp_7	chimeric	118
LBSp_7	ambiguous	1
LBSp_8	chimeric	419
LBSp_8	full_length	127
LBSp_9	full_length	135
LBSp_9	ambiguous	68
LBSp_9	chimeric	21
LBpA_1	full_length	393
LBpA_1	ambiguous	10
LBpA_1	chimeric	1
LBpA_10	full_length	231
LBpA_10	ambiguous	1
LBpA_2	full_length	945
LBpA_2	chimeric	8
LBpA_2	ambiguous	3
LBpA_3	full_length	744
LBpA_3	chimeric	9
LBpA_3	ambiguous	3
LBpA_4	full_length	374
LBpA_4	ambiguous	135
LBpA_4	chimeric	43
LBpA_5	full_length	575
LBpA_5	chimeric	4
LBpA_5	ambiguous	1
LBpA_6	full_length	291
LBpA_6	chimeric	4
LBpA_6	ambiguous	1
LBpA_7	full_length	199
LBpA_7	ambiguous	47
LBpA_7	chimeric	2
LBpA_8	full_length	1091
LBpA_8	ambiguous	50
LBpA_8	chimeric	3
LBpA_9	full_length	1915
LBpA_9	ambiguous	31
LBpA_9	chimeric	6
LBpB_1	cannot_find_barcode	70
LBpB_10	chimeric	53
LBpB_10	full_length	37
LBpB_10	ambiguous	6
LBpB_2	chimeric	97
LBpB_2	full_length	46
LBpB_2	ambiguous	2
LBpB_3	full_length	78
LBpB_3	chimeric	70
LBpB_3	ambiguous	1
LBpB_4	full_length	33
LBpB_4	chimeric	25
LBpB_5	full_length	203
LBpB_5	chimeric	149
LBpB_5	ambiguous	8
LBpB_6	ambiguous	70
LBpB_6	full_length	38
LBpB_6	chimeric	11
LBpB_7	full_length	101
LBpB_7	chimeric	38
LBpB_7	ambiguous	10
LBpB_8	full_length	81
LBpB_8	chimeric	9
LBpB_8	ambiguous	1
LBpB_9	chimeric	151
LBpB_9	full_length	54
LBpB_9	ambiguous	15
LBpL_1	full_length	241
LBpL_1	ambiguous	28
LBpL_1	chimeric	8
LBpL_10	full_length	43
LBpL_10	chimeric	4
LBpL_10	ambiguous	2
LBpL_2	full_length	362
LBpL_2	chimeric	88
LBpL_2	ambiguous	9
LBpL_2	RT_error	1
LBpL_3	full_length	154
LBpL_3	chimeric	91
LBpL_3	ambiguous	2
LBpL_4	full_length	18
LBpL_4	ambiguous	5
LBpL_5	chimeric	249
LBpL_5	full_length	79
LBpL_6	full_length	33
LBpL_6	ambiguous	26
LBpL_7	full_length	43
LBpL_7	ambiguous	36
LBpL_7	chimeric	1
LBpL_8	full_length	77
LBpL_8	chimeric	21
LBpL_8	ambiguous	1
LBpL_9	full_length	63
LBpL_9	chimeric	1
LBpS_1	full_length	30
LBpS_1	chimeric	10
LBpS_1	ambiguous	2
LBpS_10	full_length	479
LBpS_10	ambiguous	60
LBpS_10	chimeric	21
LBpS_2	full_length	33
LBpS_2	chimeric	4
LBpS_3	full_length	376
LBpS_3	chimeric	7
LBpS_3	ambiguous	5
LBpS_4	full_length	388
LBpS_4	chimeric	106
LBpS_4	ambiguous	42
LBpS_5	full_length	48
LBpS_5	chimeric	13
LBpS_6	full_length	195
LBpS_6	ambiguous	36
LBpS_6	chimeric	6
LBpS_7	full_length	171
LBpS_7	chimeric	27
LBpS_7	ambiguous	1
LBpS_8	full_length	25
LBpS_9	full_length	246
LBpS_9	chimeric	50
LBpp_1	full_length	16
LBpp_1	ambiguous	4
LBpp_1	chimeric	4
LBpp_10	full_length	29
LBpp_10	ambiguous	1
LBpp_2	full_length	20
LBpp_2	ambiguous	1
LBpp_3	full_length	173
LBpp_3	ambiguous	19
